   0.6000000E+01   0.2289846E-03   0.7708545E-04   0.3062503E-06   0.7151171E+09   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6100000E+01   0.3663028E-03   0.1245190E-03   0.4907645E-06   0.7733578E+09   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6200000E+01   0.4472617E-03   0.1527592E-03   0.5999030E-06   0.7532424E+09   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6300000E+01   0.5561031E-03   0.1905473E-03   0.7466188E-06   0.7121112E+09   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6400000E+01   0.1450546E-02   0.1134129E-02   0.8849990E-05   0.6873026E+09   0.1548234E+39   0.7778687E-05   0.3843057E-04   0.0000000E+00
   0.6500000E+01   0.7592108E-02   0.8280512E-02   0.6782351E-04   0.9486100E+09   0.1174960E+41   0.1077001E-07   0.2054276E-03   0.1995083E-03
   0.6600000E+01   0.6309606E-02   0.7523050E-02   0.4039788E-04   0.9489884E+09   0.3496689E+41   0.1093417E-03   0.1424726E-02   0.4142328E-03
   0.6700000E+01   0.4460637E-02   0.5329923E-02   0.2454870E-04   0.1173244E+10   0.4078437E+41   0.1210581E-03   0.1609084E-02   0.1140349E-02
   0.6800000E+01   0.4053642E-02   0.3717894E-02   0.2433485E-04   0.1278457E+10   0.4810572E+41   0.4367990E-03   0.1759473E-02   0.1921712E-02
   0.6900000E+01   0.2603228E-02   0.2099327E-02   0.1458817E-04   0.1172094E+10   0.3176822E+41   0.6954841E-03   0.1167490E-02   0.1516045E-02
   0.7000000E+01   0.1934554E-02   0.1430984E-02   0.7842987E-05   0.9948271E+09   0.3994375E+41   0.9987522E-03   0.1358888E-02   0.1898976E-02
   0.7100000E+01   0.1461234E-02   0.9867727E-03   0.6741608E-05   0.7412824E+09   0.3104542E+41   0.8361847E-03   0.9427999E-03   0.1101728E-02
   0.7200000E+01   0.1207365E-02   0.6678950E-03   0.3010601E-05   0.5062001E+09   0.3470439E+41   0.1035406E-02   0.9593035E-03   0.7940771E-03
   0.7300000E+01   0.8921963E-03   0.4540270E-03   0.1670109E-05   0.2261933E+09   0.1266881E+41   0.2552651E-03   0.2590243E-03   0.1902938E-03
   0.7400000E+01   0.5580559E-03   0.2766207E-03   0.8460180E-06   0.1005768E+09   0.2364983E+41   0.5378609E-03   0.4584704E-03   0.2134294E-03
   0.7500000E+01   0.4154713E-03   0.2108572E-03   0.6296985E-06   0.6008301E+08   0.2179451E+41   0.5697385E-03   0.4332075E-03   0.1508563E-03
   0.7600000E+01   0.3332957E-03   0.1782958E-03   0.1320144E-05   0.3409537E+08   0.1659457E+41   0.4481448E-03   0.3165650E-03   0.7044690E-04
   0.7700000E+01   0.2852717E-03   0.1657027E-03   0.1028279E-05   0.2480697E+08   0.1008761E+41   0.2816060E-03   0.1871412E-03   0.2564012E-04
   0.7800000E+01   0.2181650E-03   0.1274805E-03   0.2262015E-05   0.1318806E+08   0.9695483E+40   0.2554360E-03   0.1687403E-03   0.1147280E-04
   0.7900000E+01   0.3667737E-03   0.2196426E-03   0.3186260E-05   0.1307377E+08   0.2111674E+40   0.5318571E-04   0.3517421E-04   0.2637996E-05
   0.8000000E+01   0.3149911E-03   0.1847968E-03   0.2161569E-05   0.7284829E+07   0.4138088E+39   0.1180114E-04   0.7766011E-05   0.1040981E-05
   0.8100000E+01   0.1480916E-03   0.8605212E-04   0.7841957E-06   0.2707145E+07   0.2482476E+39   0.7421510E-05   0.4881825E-05   0.7143756E-06
   0.8200000E+01   0.2585821E-03   0.1438879E-03   0.8193682E-06   0.2828152E+07   0.9356585E+38   0.2727953E-05   0.1750461E-05   0.1327677E-06
   0.8300000E+01   0.2297816E-03   0.1218903E-03   0.4869004E-06   0.1534931E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8400000E+01   0.1549223E-03   0.7814049E-04   0.2651582E-06   0.1308608E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8500000E+01   0.1303864E-03   0.6236341E-04   0.2091302E-06   0.3800265E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8600000E+01   0.8415393E-04   0.3725302E-04   0.1228824E-06   0.5640890E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8700000E+01   0.7799227E-04   0.3339726E-04   0.1138099E-06   0.1832854E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8800000E+01   0.4487521E-04   0.1916255E-04   0.6534883E-07   0.1087655E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.8900000E+01   0.3337535E-04   0.1432931E-04   0.4825907E-07   0.1378626E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9000000E+01   0.3375212E-04   0.1438904E-04   0.4859647E-07   0.7057535E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9100000E+01   0.4139601E-04   0.1745221E-04   0.5960911E-07   0.1002379E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9200000E+01   0.2509499E-04   0.1107646E-04   0.3637829E-07   0.6538762E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9300000E+01   0.1223940E-04   0.5187089E-05   0.1751475E-07   0.2533446E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9400000E+01   0.8521107E-05   0.3596439E-05   0.1221059E-07   0.1571471E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9500000E+01   0.5352736E-05   0.2259964E-05   0.7666773E-08   0.9518874E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9600000E+01   0.4071652E-05   0.1722729E-05   0.5809379E-08   0.7350097E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9700000E+01   0.2201769E-05   0.9639387E-06   0.3185942E-08   0.1533049E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9800000E+01   0.2087498E-05   0.8812338E-06   0.2989685E-08   0.5887688E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.9900000E+01   0.1554248E-05   0.6602967E-06   0.2228865E-08   0.3685159E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1000000E+02   0.6818787E-06   0.3084952E-06   0.9916699E-09   0.4861940E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1010000E+02   0.1137031E-05   0.4744881E-06   0.1621670E-08   0.3519740E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1020000E+02   0.2494601E-06   0.1157785E-06   0.3675798E-09   0.3531898E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1030000E+02   0.2015636E-06   0.1006654E-06   0.3025498E-09   0.1329058E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1086661E+04
   0.1040000E+02   0.9035420E-07   0.4637181E-07   0.1370624E-09   0.1298382E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1050000E+02   0.3988396E-07   0.2347500E-07   0.6342282E-10   0.1676174E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1285285E+03
   0.1060000E+02   0.2095976E-06   0.7782759E-07   0.2881513E-09   0.1080466E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1070000E+02   0.1135331E-07   0.4096622E-08   0.1546240E-10   0.1979354E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1080000E+02   0.9903748E-08   0.3712352E-08   0.1362155E-10   0.1179867E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1090000E+02   0.5975504E-07   0.2110492E-07   0.8075085E-10   0.2047091E+04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.1100000E+02   0.4345433E-09   0.1503171E-09   0.5854472E-12   0.1215190E+48   0.5129085E+04   0.3557615E+04   0.2023605E+04   0.0000000E+00
