   6.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.1220190E+06
   6.0999999E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9052012E+05
   6.1999998E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6574312E+05
   6.3000002E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6044362E+05
   6.4000001E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0408479E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.5102120E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7966400E+05
   6.5000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9059789E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.7829170E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.2975375E+05
   6.5999999E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9640701E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   9.0361271E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   9.1870550E+05
   6.6999998E+00   0.0000000E+00   0.0000000E+00   2.5184686E+00   0.0000000E+00   4.2798712E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.0281605E+00   0.0000000E+00   1.5093942E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.1565815E+06
   6.8000002E+00   0.0000000E+00   1.6848956E+00   2.4163742E+00   5.4977047E+01   4.2771069E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   8.4244782E-01   9.8648059E-01   1.8325682E+01   1.5928779E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.4560505E+06
   6.9000001E+00   0.0000000E+00   2.7907650E+00   2.0840793E+02   2.8088446E+02   2.9895098E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   8.0562449E-01   1.2133979E+01   1.0526590E+01   3.7368872E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.8330585E+06
