   6.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.1220190E+06
   6.0999999E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.9052012E+05
   6.1999998E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   3.6574312E+05
   6.3000002E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.6044362E+05
   6.4000001E+00   0.0000000E+00   0.0000000E+00   4.7840780E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00   2.7922022E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9530916E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.9549326E+00   0.0000000E+00   5.7966400E+05
   6.5000000E+00   0.0000000E+00   0.0000000E+00   1.0240154E+02   2.2538381E+00   0.0000000E+00   0.0000000E+00   2.9299747E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   4.3272548E+00   5.6345952E-01   0.0000000E+00   0.0000000E+00   2.0218747E+00   0.0000000E+00   7.2975375E+05
   6.5999999E+00   0.0000000E+00   0.0000000E+00   2.4705901E+02   9.4475132E-01   0.0000000E+00   0.0000000E+00   3.9791434E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   7.9988308E+00   6.6804010E-01   0.0000000E+00   0.0000000E+00   8.1223923E-01   0.0000000E+00   9.1870550E+05
   6.6999998E+00   0.0000000E+00   9.4794673E-01   3.8341849E+02   3.5254054E-08   0.0000000E+00   6.1945051E-01   7.2873288E-01   0.0000000E+00   0.0000000E+00   6.7029959E-01   1.3817443E+01   3.5254054E-08   0.0000000E+00   7.0592940E-02   3.6436644E-01   0.0000000E+00   1.1565815E+06
   6.8000002E+00   0.0000000E+00   0.0000000E+00   4.8499890E+02   3.3746986E-08   0.0000000E+00   2.2654230E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   1.7615953E+01   2.3862723E-08   0.0000000E+00   1.2109196E+00   0.0000000E+00   0.0000000E+00   1.4560505E+06
   6.9000001E+00   0.0000000E+00   1.4017293E+02   3.4134692E+02   0.0000000E+00   0.0000000E+00   4.8073357E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   8.9009905E+00   1.1586069E+01   0.0000000E+00   0.0000000E+00   2.4374158E+00   0.0000000E+00   0.0000000E+00   1.8330585E+06
