   0.6000000E+01  -0.2730204E+00  -0.1544870E+02  -0.1436059E+02  -0.1408919E+02  -0.1394686E+02  -0.1381617E+02  -0.1346616E+02  -0.1337946E+02  -0.1328947E+02  -0.1567514E+02  -0.1426996E+02  -0.1400831E+02  -0.1386018E+02  -0.1370647E+02  -0.1638306E+02  -0.1598403E+02  -0.1441166E+02  -0.1434621E+02  -0.1411858E+02  -0.1405196E+02  -0.1381950E+02   0.5289985E+02   0.4102985E+02   0.3905181E+02   0.3855976E+02
   0.6100000E+01  -0.2746668E+00  -0.1558724E+02  -0.1449665E+02  -0.1422549E+02  -0.1408264E+02  -0.1395082E+02  -0.1359561E+02  -0.1350571E+02  -0.1341672E+02  -0.1581416E+02  -0.1440622E+02  -0.1414460E+02  -0.1399506E+02  -0.1384076E+02  -0.1652198E+02  -0.1612358E+02  -0.1454793E+02  -0.1448253E+02  -0.1425504E+02  -0.1418824E+02  -0.1395419E+02   0.5296633E+02   0.4109633E+02   0.3910328E+02   0.3861396E+02
   0.6200000E+01  -0.2696027E+00  -0.1578303E+02  -0.1469893E+02  -0.1443330E+02  -0.1429341E+02  -0.1416370E+02  -0.1381050E+02  -0.1371973E+02  -0.1363015E+02  -0.1600869E+02  -0.1460994E+02  -0.1435454E+02  -0.1420686E+02  -0.1405578E+02  -0.1670898E+02  -0.1631543E+02  -0.1474970E+02  -0.1468541E+02  -0.1446205E+02  -0.1439704E+02  -0.1416680E+02   0.5296745E+02   0.4109745E+02   0.3916329E+02   0.3868461E+02
   0.6300000E+01   0.2228114E+00  -0.1621658E+02  -0.1531538E+02  -0.1526335E+02  -0.1537755E+02  -0.1548616E+02  -0.1576110E+02  -0.1611119E+02  -0.1620414E+02  -0.1641890E+02  -0.1527606E+02  -0.1532893E+02  -0.1543611E+02  -0.1552930E+02  -0.1704720E+02  -0.1668943E+02  -0.1535391E+02  -0.1532368E+02  -0.1526918E+02  -0.1530838E+02  -0.1546727E+02   0.5291836E+02   0.4104836E+02   0.3924411E+02   0.3880062E+02
   0.6400000E+01   0.4061638E+00  -0.1620946E+02  -0.1531651E+02  -0.1534443E+02  -0.1556291E+02  -0.1575059E+02  -0.1619191E+02  -0.1664172E+02  -0.1676235E+02  -0.1641469E+02  -0.1529332E+02  -0.1547188E+02  -0.1567055E+02  -0.1583286E+02  -0.1704446E+02  -0.1668914E+02  -0.1535469E+02  -0.1533428E+02  -0.1534369E+02  -0.1542625E+02  -0.1572411E+02   0.5286290E+02   0.4099290E+02   0.3923996E+02   0.3879673E+02
   0.6500000E+01   0.1896162E+00  -0.1588283E+02  -0.1494864E+02  -0.1487363E+02  -0.1496920E+02  -0.1506325E+02  -0.1532973E+02  -0.1568870E+02  -0.1578506E+02  -0.1608974E+02  -0.1490252E+02  -0.1493182E+02  -0.1501695E+02  -0.1510067E+02  -0.1672765E+02  -0.1636703E+02  -0.1499064E+02  -0.1495447E+02  -0.1488348E+02  -0.1491231E+02  -0.1504514E+02   0.5272671E+02   0.4085671E+02   0.3913177E+02   0.3867366E+02
   0.6600000E+01  -0.3051050E-01  -0.1573131E+02  -0.1485118E+02  -0.1470266E+02  -0.1468303E+02  -0.1467215E+02  -0.1466979E+02  -0.1484068E+02  -0.1488218E+02  -0.1592224E+02  -0.1479223E+02  -0.1469360E+02  -0.1466741E+02  -0.1465498E+02  -0.1651639E+02  -0.1617728E+02  -0.1489106E+02  -0.1484789E+02  -0.1471922E+02  -0.1470333E+02  -0.1466549E+02   0.5254210E+02   0.4067210E+02   0.3901048E+02   0.3857809E+02
   0.6700000E+01   0.1057287E+00  -0.1568416E+02  -0.1499189E+02  -0.1492564E+02  -0.1497781E+02  -0.1503137E+02  -0.1517638E+02  -0.1542307E+02  -0.1549657E+02  -0.1583590E+02  -0.1495492E+02  -0.1495763E+02  -0.1500077E+02  -0.1506300E+02  -0.1633094E+02  -0.1603143E+02  -0.1502243E+02  -0.1499598E+02  -0.1493278E+02  -0.1494926E+02  -0.1502004E+02   0.5229121E+02   0.4042121E+02   0.3889170E+02   0.3848479E+02
   0.6800000E+01   0.4392168E+00  -0.1533839E+02  -0.1468925E+02  -0.1476110E+02  -0.1499759E+02  -0.1520032E+02  -0.1568236E+02  -0.1615920E+02  -0.1629964E+02  -0.1548998E+02  -0.1468191E+02  -0.1489804E+02  -0.1511249E+02  -0.1530441E+02  -0.1598137E+02  -0.1568362E+02  -0.1471754E+02  -0.1471010E+02  -0.1475615E+02  -0.1484881E+02  -0.1517397E+02   0.5202384E+02   0.4015384E+02   0.3874539E+02   0.3834591E+02
   0.6900000E+01   0.4637978E+00  -0.1500012E+02  -0.1431412E+02  -0.1438166E+02  -0.1462942E+02  -0.1484546E+02  -0.1537247E+02  -0.1589329E+02  -0.1604804E+02  -0.1515983E+02  -0.1430414E+02  -0.1452334E+02  -0.1475136E+02  -0.1495691E+02  -0.1566958E+02  -0.1536423E+02  -0.1434446E+02  -0.1433456E+02  -0.1437730E+02  -0.1447302E+02  -0.1481731E+02   0.5174867E+02   0.3987867E+02   0.3861698E+02   0.3822368E+02
