wl,F
5074.617675781249,850879.172706604
5075.86767578125,859918.0967941284
5077.117675781249,867701.314125061
5078.36767578125,876874.8487472534
5079.617675781249,888642.9263687134
5080.867675781249,898375.6089706421
5082.11767578125,898682.1099395752
5083.367675781249,891632.396812439
5084.61767578125,876457.4729537964
5085.867675781249,856296.1561660767
5087.11767578125,833975.5337905884
5088.367675781249,813787.7173233032
5089.617675781249,808555.3327789307
5090.86767578125,817983.4580688477
5092.117675781249,834142.2814407349
5093.36767578125,858158.6925125122
5094.617675781249,880037.2506866455
5095.867675781249,888335.4524459839
5097.11767578125,885636.5417938232
5098.367675781249,879137.1292190552
5099.61767578125,871745.351486206
5100.867675781249,871044.9686508179
5102.117675781249,877861.8524932861
5103.36767578125,889924.2661819458
5104.617675781249,904919.5536880493
5105.86767578125,921250.9439620972
5107.117675781249,930733.7790603638
5108.36767578125,937328.8316345215
5109.617675781249,938232.4339981079
5110.867675781249,931516.865310669
5112.11767578125,921719.3956069946
5113.367675781249,905584.9233932495
5114.61767578125,888150.7120895386
5115.867675781249,879441.9708404541
5117.117675781249,874945.1283340454
5118.36767578125,873740.8306732178
5119.617675781249,877000.418258667
5120.86767578125,879864.5159683228
5122.117675781249,882790.2705078125
5123.367675781249,881214.7738647461
5124.61767578125,878659.3976211548
5125.867675781249,870949.374168396
5127.11767578125,860228.1064453125
5128.367675781249,844561.6047363281
5129.61767578125,835538.6045761108
5130.867675781249,831591.7140579224
5132.117675781249,834448.0963973999
5133.36767578125,844562.2407608032
5134.617675781249,860056.5651245117
5135.86767578125,875890.2989959717
5137.117675781249,892763.9607772827
5138.367675781249,903490.7058563232
5139.61767578125,912208.0435943604
5140.867675781249,919451.6199111938
5142.11767578125,921340.1894378662
5143.367675781249,917000.1573638916
5144.617675781249,907158.5731582642
5145.86767578125,892085.3535232544
5147.117675781249,877404.8299865723
5148.36767578125,864654.5492782593
5149.617675781249,861975.6586303711
5150.86767578125,866501.0083694458
5152.117675781249,870889.9625091553
5153.367675781249,873187.9074172974
5154.61767578125,871739.5175476074
5155.867675781249,867925.7082672119
5157.11767578125,863295.8508453369
5158.367675781249,861164.4691467285
5159.617675781249,863250.8949432373
5160.86767578125,872608.1511077881
5162.117675781249,883376.4740142822
5163.36767578125,896528.9091567993
5164.617675781249,911317.7529067993
5165.867675781249,918930.2934799194
5167.11767578125,924894.5132446289
5168.367675781249,921302.518623352
5169.61767578125,914475.0079116821
5170.867675781249,894967.149345398
5172.11767578125,873630.8306350708
5173.367675781249,856705.3248062134
5174.617675781249,843719.5499420166
5175.86767578125,833830.9341659546
5177.117675781249,830416.10206604
5178.36767578125,836058.9632110596
5179.617675781249,840917.4980239868
5180.867675781249,856695.7606277466
5182.11767578125,870405.9974441528
5183.367675781249,877869.9535369873
5184.61767578125,880177.670249939
5185.867675781249,885271.8806610107
5187.117675781249,876593.6154022217
5188.36767578125,868739.0813293457
5189.617675781249,861946.8033676147
5190.86767578125,856745.0605697632
5192.117675781249,850374.5042800903
5193.36767578125,848910.947341919
5194.617675781249,845612.22631073
5195.867675781249,845149.2491073608
5197.11767578125,849001.0767593384
5198.367675781249,839920.4263916016
5199.61767578125,839031.7036209106
5200.867675781249,839592.8622283936
5202.117675781249,842139.9034805298
5203.36767578125,846293.9989089966
5204.617675781249,854739.8498458862
5205.86767578125,869159.8711471558
5207.117675781249,884224.0634841919
5208.367675781249,891971.5232086182
5209.61767578125,893929.3931427002
5210.867675781249,888311.0245361328
5212.11767578125,866682.0372085571
5213.367675781249,831609.1396102905
5214.61767578125,787932.8362731934
5215.867675781249,743010.9085617065
5217.117675781249,706580.8053894043
5218.36767578125,678830.5686187744
5219.617675781249,660709.3419189453
5220.86767578125,652058.9616012573
5222.117675781249,659599.7643585205
5223.367675781249,679038.5112190247
5224.61767578125,709232.4305648804
5225.867675781249,739995.436630249
5227.11767578125,773574.0425720215
5228.367675781249,791514.493927002
5229.617675781249,788485.7309265137
5230.86767578125,768780.2452316284
5232.117675781249,740060.2682800293
5233.36767578125,720083.4479141235
5234.617675781249,716045.3636474609
5235.86767578125,733548.7775421143
5237.117675781249,765858.8009872437
5238.367675781249,804873.6198043823
5239.61767578125,829875.7681274414
5240.867675781249,844776.7415390015
5242.11767578125,848765.6904296875
5243.367675781249,848735.6741867065
5244.617675781249,852912.5015792847
5245.86767578125,862062.4273300171
5247.117675781249,877893.5903015137
5248.36767578125,893975.1134338379
5249.617675781249,905499.8645401001
5250.867675781249,908438.589302063
5252.11767578125,900797.9820709229
5253.367675781249,881249.6870193481
5254.61767578125,857806.4687271118
5255.867675781249,833718.4871444702
5257.11767578125,810086.5716552734
5258.367675781249,804524.5331726074
5259.617675781249,810804.5550308228
5260.86767578125,829762.0825424194
5262.117675781249,854590.3299102783
5263.36767578125,880933.8717727661
5264.617675781249,900367.5164794922
5265.867675781249,916456.8483810425
5267.11767578125,926924.732749939
5268.367675781249,935086.631111145
5269.61767578125,945888.8541946411
5270.867675781249,948499.9187164307
5272.117675781249,944516.9226837158
5273.36767578125,928657.5597915649
5274.617675781249,909077.6508483887
5275.86767578125,889881.1080169678
5277.117675781249,873909.840057373
5278.36767578125,872992.2923736572
5279.617675781249,883013.3127593994
5280.867675781249,897749.6563644409
5282.11767578125,912737.1172180176
5283.367675781249,927998.0233764648
5284.61767578125,938281.6049728394
5285.867675781249,948312.6655426025
5287.117675781249,962925.651550293
5288.36767578125,976293.9689178467
5289.617675781249,987079.9787216187
5290.86767578125,995263.489326477
5292.117675781249,1000767.1784820557
5293.367675781249,999235.2717437744
5294.61767578125,996048.3493881226
5295.867675781249,984950.4934616089
5297.11767578125,972558.909538269
5298.367675781249,957386.6893157959
5299.61767578125,946024.4752807617
5300.86767578125,940429.583190918
5302.117675781249,939269.6646652222
5303.36767578125,942849.6958694458
5304.617675781249,950553.3857498169
5305.86767578125,962559.9133911133
5307.117675781249,975959.594367981
5308.367675781249,985992.8808517456
5309.61767578125,986665.6167678833
5310.867675781249,977310.7367172241
5312.11767578125,953791.6508636475
5313.367675781249,921709.3950195312
5314.617675781249,884017.5358200073
5315.86767578125,849628.1308822632
5317.117675781249,826186.5823135376
5318.36767578125,810547.6829910278
5319.617675781249,807728.073600769
5320.86767578125,816273.4498748779
5322.11767578125,832258.5783691406
5323.367675781249,857305.225944519
5324.61767578125,887244.0673370361
5325.867675781249,919113.4702148438
5327.11767578125,948014.6219024658
5328.367675781249,969725.7447357178
5329.617675781249,983337.2925720215
5330.86767578125,987294.2084655762
5332.117675781249,984682.6786270142
5333.36767578125,985017.7173919678
5334.617675781249,987667.9375305176
5335.867675781249,995104.815536499
5337.11767578125,1011558.7560195923
5338.367675781249,1029193.0353851318
5339.61767578125,1049056.918663025
5340.867675781249,1059168.28150177
5342.11767578125,1064874.2415542603
5343.36767578125,1060507.7058563232
5344.617675781249,1047917.1395263672
5345.86767578125,1028899.498008728
5347.117675781249,1005588.8996429443
5348.367675781249,985790.4840774536
5349.617675781249,972495.4802093506
5350.867675781249,968493.4663543701
5352.11767578125,976637.1881561279
5353.367675781249,997539.213218689
5354.61767578125,1018100.7816085815
5355.867675781249,1039633.5741348267
5357.117675781249,1057234.0996322632
5358.36767578125,1068513.505432129
5359.617675781249,1075168.684539795
5360.86767578125,1080230.77759552
5362.117675781249,1081520.1965179443
5363.36767578125,1075053.6720428467
5364.61767578125,1070262.3917541504
5365.867675781249,1065842.897163391
5367.11767578125,1059246.0054473877
5368.367675781249,1053193.1191940308
5369.617675781249,1046240.9367141724
5370.867675781249,1041783.8857345581
5372.117675781249,1032019.0911407471
5373.36767578125,1018916.7481765747
5374.617675781249,999407.9781265259
5375.86767578125,979109.1398544312
5377.117675781249,953835.1102218628
5378.367675781249,930994.9167556763
5379.61767578125,917076.273223877
5380.867675781249,918502.7568206787
5382.11767578125,928857.647819519
5383.367675781249,952225.374420166
5384.61767578125,980049.261795044
5385.86767578125,1005330.243812561
5387.117675781249,1021972.0800628662
5388.36767578125,1026380.4519119263
5389.617675781249,1021436.3277282715
5390.867675781249,1010848.6091995239
5392.117675781249,1001288.8650970459
5393.367675781249,994765.5487442017
5394.61767578125,994382.3867721558
5395.867675781249,997638.5487060547
5397.11767578125,1000591.3182296753
5398.367675781249,1003844.1027374268
5399.617675781249,1006813.3776626587
5400.86767578125,1012762.4211349487
5402.117675781249,1023432.2782821655
5403.36767578125,1034205.9651870728
5404.617675781249,1052552.1636734009
5405.86767578125,1071547.090019226
5407.11767578125,1086861.0629425049
5408.367675781249,1098948.7460327148
5409.61767578125,1101079.562652588
5410.867675781249,1102110.606918335
5412.117675781249,1089172.6709976196
5413.367675781249,1080253.1334762573
5414.617675781249,1062958.3076934814
5415.86767578125,1046939.5964202881
5417.117675781249,1031006.8324279785
5418.36767578125,1014383.9498672485
5419.617675781249,998269.2524642944
5420.867675781249,985207.162940979
5422.11767578125,974441.7177352905
5423.367675781249,974780.9523391724
5424.61767578125,982243.8431930542
5425.867675781249,1001900.890548706
5427.11767578125,1022424.7175216675
5428.36767578125,1039855.7420043945
5429.617675781249,1054088.8671722412
5430.86767578125,1059484.0185165405
5432.117675781249,1056268.2345199585
5433.367675781249,1054358.4326629639
5434.617675781249,1049290.938659668
5435.867675781249,1048425.6573486328
5437.11767578125,1048275.9004898071
5438.367675781249,1042353.0181732178
5439.61767578125,1037088.6633224487
5440.867675781249,1027634.0843811035
5442.117675781249,1018525.791923523
5443.36767578125,1004521.2563095093
5444.617675781249,993775.2875061035
5445.86767578125,980465.5893096924
5447.117675781249,975291.3998718262
5448.36767578125,969302.0972976685
5449.61767578125,967860.9457321167
5450.867675781249,968416.4217910767
5452.11767578125,972332.4206008911
5453.367675781249,974985.5926895142
5454.617675781249,971146.082321167
5455.867675781249,960215.5976486206
5457.117675781249,949357.3482589722
5458.36767578125,941149.1819915771
5459.617675781249,936408.9480361938
5460.86767578125,939953.9434280396
5462.117675781249,952274.3945159912
5463.367675781249,969229.3595733643
5464.61767578125,989509.49609375
5465.867675781249,1009387.7777557373
5467.11767578125,1027343.4270782471
5468.367675781249,1042262.9952468872
5469.61767578125,1050604.5564498901
5470.86767578125,1053194.0972747803
5472.117675781249,1050530.6801452637
5473.36767578125,1045439.2973251343
5474.617675781249,1041826.1159057617
5475.867675781249,1036603.9126586914
5477.117675781249,1036245.649559021
5478.367675781249,1033548.0789337158
5479.61767578125,1027275.8606643677
5480.867675781249,1018514.9403076172
5482.11767578125,1007142.5820007324
5483.367675781249,996736.4187545776
5484.617675781249,986202.1354675293
5485.86767578125,978057.0908279419
5487.117675781249,982620.7433853149
5488.36767578125,989452.7512359619
5489.617675781249,1005683.641784668
5490.86767578125,1028747.2827758789
5492.11767578125,1050338.4710464478
5493.367675781249,1065215.3921661377
5494.61767578125,1067873.897064209
5495.867675781249,1063330.4087142944
5497.117675781249,1048160.5931930542
5498.367675781249,1029458.2520675659
5499.617675781249,1016382.9543533325
5500.86767578125,1007406.5746307373
5502.117675781249,1006011.7389907837
5503.36767578125,1006888.488571167
5504.617675781249,1007687.5404434204
5505.867675781249,1004519.0526809692
5507.11767578125,1000138.0169525146
5508.367675781249,995642.3659973145
5509.61767578125,998421.9186019897
5510.867675781249,1001592.2178344727
5512.11767578125,1007107.3999633789
5513.36767578125,1013654.5530471802
5514.617675781249,1015646.6533355713
5515.86767578125,1014908.0230484009
5517.117675781249,1015169.3833389282
5518.367675781249,1014576.2398300171
5519.617675781249,1017023.49269104
5520.867675781249,1018199.8852462769
5522.11767578125,1020541.8816146851
5523.367675781249,1016753.5219345093
5524.61767578125,1010068.4763793945
5525.867675781249,998465.9063110352
5527.117675781249,987757.826789856
5528.36767578125,976048.6425857544
5529.617675781249,968370.6561508179
5530.86767578125,966818.3828125
5532.117675781249,968064.421005249
5533.367675781249,973171.2738952637
5534.61767578125,981427.3086242676
5535.867675781249,990646.2089309692
5537.11767578125,997369.3686752319
5538.367675781249,1004935.0728225708
5539.617675781249,1010232.8796005249
5540.867675781249,1016107.0607070923
5542.117675781249,1015594.6594467163
5543.36767578125,1015766.7697982788
5544.617675781249,1015109.4616012573
5545.86767578125,1015767.6090393066
5547.117675781249,1017187.1278457642
5548.367675781249,1020818.2585983276
5549.61767578125,1020303.6399154663
5550.867675781249,1019811.3863449097
5552.11767578125,1016920.309463501
5553.367675781249,1017116.436630249
5554.617675781249,1015196.9746627808
5555.86767578125,1007770.3464736938
5557.117675781249,1005346.5823059082
5558.36767578125,1001606.8262405396
5559.617675781249,998139.6524505615
5560.867675781249,999262.5318374634
5562.117675781249,996562.9081420898
5563.367675781249,996976.924041748
5564.61767578125,990762.9934234619
5565.867675781249,985548.1308898926
5567.11767578125,986368.3532028198
5568.367675781249,989283.3000106812
5569.617675781249,997597.4519042969
5570.86767578125,1007772.4316482544
5572.117675781249,1021429.9392242432
5573.36767578125,1017027.7463302612
5574.617675781249,986038.7205810547
5575.867675781249,1128000.4697799683
5577.11767578125,1150807.7403411865
5578.367675781249,944876.6785488129
5579.61767578125,973906.1769180298
5580.867675781249,1006898.482963562
5582.117675781249,1003300.0146331787
5583.367675781249,1001453.4567871094
5584.617675781249,1005035.9114227295
5585.86767578125,1011207.5567245483
5587.117675781249,1019389.9649810791
5588.36767578125,1024162.6306915283
5589.617675781249,1027086.8662643433
5590.867675781249,1030029.5401000977
5592.11767578125,1035796.9677886963
5593.367675781249,1039306.4831848145
5594.61767578125,1043249.4279251099
5595.867675781249,1047539.052810669
5597.117675781249,1050890.5498886108
5598.36767578125,1053971.9345169067
5599.617675781249,1055039.8446884155
5600.86767578125,1059456.989830017
5602.117675781249,1062992.5101165771
5603.367675781249,1070664.2158737183
5604.617675781249,1073869.1934509277
5605.867675781249,1070913.6526031494
5607.11767578125,1067172.5174484253
5608.367675781249,1061366.0723953247
5609.61767578125,1054782.710823059
5610.867675781249,1051717.3329162598
5612.117675781249,1048837.4834747314
5613.36767578125,1047151.2505722046
5614.617675781249,1042897.8698883057
5615.86767578125,1038074.5901794434
5617.117675781249,1033534.6340560913
5618.367675781249,1027119.5844421387
5619.61767578125,1025421.3830184937
5620.867675781249,1024192.2752761841
5622.11767578125,1021091.966178894
5623.367675781249,1022928.0653839111
5624.617675781249,1022721.0921707153
5625.86767578125,1025119.6924362183
5627.117675781249,1029912.3399581909
5628.36767578125,1032223.1475906372
5629.617675781249,1039549.9967346191
5630.86767578125,1043827.9840011597
5632.117675781249,1047275.4267425537
5633.367675781249,1047803.4681549072
5634.61767578125,1046508.8182220459
5635.867675781249,1040450.5532836914
5637.11767578125,1029643.7884674072
5638.367675781249,1015752.8569030762
5639.617675781249,1000812.5166015625
5640.86767578125,982808.9925994873
5642.117675781249,972473.8220825195
5643.36767578125,967648.4164733887
5644.617675781249,972500.8819122314
5645.867675781249,978570.1685180664
5647.11767578125,989622.151298523
5648.367675781249,1000870.8197555542
5649.61767578125,1008636.210609436
5650.867675781249,1012076.1125869751
5652.11767578125,1011347.4257507324
5653.367675781249,1008811.0931625366
5654.617675781249,1005769.6294555664
5655.86767578125,1004405.4702148438
5657.117675781249,1008798.0084152222
5658.36767578125,1023094.3450164795
5659.617675781249,1039342.4261474609
5660.867675781249,1056114.9822998047
5662.11767578125,1069748.11693573
5663.367675781249,1080022.4162979126
5664.61767578125,1079778.1594848633
5665.867675781249,1073712.3532867432
5667.117675781249,1064655.3438720703
5668.36767578125,1047859.1571807861
5669.617675781249,1033398.5755767822
5670.86767578125,1021775.6658630371
5672.117675781249,1015981.6136398315
5673.36767578125,1013678.7455291748
5674.617675781249,1017222.2202453613
5675.867675781249,1020716.1426086426
5677.11767578125,1020163.7285461426
5678.367675781249,1018322.5535964966
5679.61767578125,1020682.6386184692
5680.867675781249,1021647.7418670654
5682.117675781249,1028047.8692092896
5683.36767578125,1039756.2019042969
5684.617675781249,1047171.6168289185
5685.86767578125,1053256.6558074951
5687.117675781249,1056535.1985855103
5688.367675781249,1053598.2094345093
5689.61767578125,1048355.4022216797
5690.867675781249,1040913.2982025146
5692.11767578125,1037526.8092498779
5693.367675781249,1033422.3390655518
5694.61767578125,1033866.2781600952
5695.867675781249,1031711.9711990356
5697.117675781249,1031503.1460494995
5698.36767578125,1038417.1381072998
5699.617675781249,1040037.0513076782
5700.867675781249,1044759.8801193237
5702.117675781249,1050191.4805603027
5703.367675781249,1051854.5877685547
5704.61767578125,1051726.016029358
5705.867675781249,1052076.452468872
5707.11767578125,1054246.761833191
5708.367675781249,1051792.9722747803
5709.617675781249,1044947.480808258
5710.86767578125,1033764.8918228149
5712.117675781249,1023873.1737823486
5713.36767578125,1015897.0735778809
5714.617675781249,1012427.702911377
5715.86767578125,1010933.8615951538
5717.117675781249,1015031.1456680298
5718.367675781249,1023360.521987915
5719.61767578125,1029309.4662628174
5720.867675781249,1035479.2568283081
5722.117675781249,1044009.1604309082
5723.367675781249,1047851.5201339722
5724.617675781249,1052525.5017623901
5725.86767578125,1057594.777481079
5727.117675781249,1065457.2571716309
5728.36767578125,1073525.4488983154
5729.617675781249,1079948.309020996
5730.867675781249,1082488.4734191895
5732.11767578125,1083439.6820220947
5733.367675781249,1080687.0844192505
5734.61767578125,1074307.3755264282
5735.867675781249,1066456.6398620605
5737.11767578125,1056611.2024917603
5738.367675781249,1049069.3709335327
5739.617675781249,1040681.1734008789
5740.86767578125,1038395.3488616943
5742.117675781249,1035151.4871673584
5743.367675781249,1039276.439414978
5744.617675781249,1045826.9520339966
5745.867675781249,1054893.7845230103
5747.11767578125,1064688.7689285278
5748.367675781249,1072509.9053268433
5749.61767578125,1075873.190979004
5750.867675781249,1077357.1531906128
5752.117675781249,1069902.7539138794
5753.36767578125,1062063.4005508423
5754.617675781249,1050978.4723052979
5755.86767578125,1043374.9853973389
5757.117675781249,1035498.0976791382
5758.36767578125,1030326.8884277344
5759.617675781249,1023142.0492248535
5760.867675781249,1013691.7024307251
5762.11767578125,1006560.4035110474
5763.367675781249,1000227.1551132202
5764.617675781249,994582.921005249
5765.867675781249,994481.8710250854
5767.117675781249,1000019.5760040283
5768.36767578125,1014409.5885467529
5769.617675781249,1030027.058670044
5770.86767578125,1043556.760635376
5772.117675781249,1056551.9911651611
5773.367675781249,1071756.854270935
5774.61767578125,1081204.3551177979
5775.867675781249,1089339.853729248
5777.11767578125,1094056.5354309082
5778.367675781249,1089535.2492599487
5779.61767578125,1073377.3875579834
5780.867675781249,1066471.535018921
5782.117675781249,1076139.682220459
5783.36767578125,1082176.4510040283
5784.617675781249,1083374.9556503296
5785.867675781249,1082310.689529419
5787.117675781249,1080460.8663406372
5788.367675781249,1082220.0416870117
5789.61767578125,1085094.9418563843
5790.867675781249,1090250.0646362305
5792.11767578125,1091909.7442855835
5793.367675781249,1093644.5630645752
5794.617675781249,1092595.7918014526
5795.86767578125,1086484.1559677124
5797.117675781249,1086920.8266906738
5798.36767578125,1088792.5192565918
5799.617675781249,1095212.621307373
5800.86767578125,1094331.8451156616
5802.117675781249,1093451.6618041992
5803.367675781249,1092369.2418136597
5804.61767578125,1088809.618522644
5805.867675781249,1082724.3667526245
5807.117675781249,1078703.519958496
5808.367675781249,1077574.2818374634
5809.617675781249,1073850.836631775
5810.86767578125,1076805.163925171
5812.117675781249,1079085.8913269043
5813.36767578125,1082859.536064148
5814.617675781249,1083795.0851287842
5815.867675781249,1080294.1240463257
5817.11767578125,1079488.5594177246
5818.367675781249,1079457.6217803955
5819.61767578125,1081873.0232467651
5820.867675781249,1088637.5411376953
5822.11767578125,1094681.0518417358
5823.367675781249,1103900.351409912
5824.617675781249,1112075.7123413086
