   0.6000000E+01   0.5289985E+02   0.4102985E+02   0.3905181E+02   0.3855976E+02
   0.6100000E+01   0.5296633E+02   0.4109633E+02   0.3910328E+02   0.3861396E+02
   0.6200000E+01   0.5296745E+02   0.4109745E+02   0.3916329E+02   0.3868461E+02
   0.6300000E+01   0.5291836E+02   0.4104836E+02   0.3924411E+02   0.3880062E+02
   0.6400000E+01   0.5286290E+02   0.4099290E+02   0.3923996E+02   0.3879673E+02
   0.6500000E+01   0.5272671E+02   0.4085671E+02   0.3913177E+02   0.3867366E+02
   0.6600000E+01   0.5254210E+02   0.4067210E+02   0.3901048E+02   0.3857809E+02
   0.6700000E+01   0.5229121E+02   0.4042121E+02   0.3889170E+02   0.3848479E+02
   0.6800000E+01   0.5202384E+02   0.4015384E+02   0.3874539E+02   0.3834591E+02
   0.6900000E+01   0.5174867E+02   0.3987867E+02   0.3861698E+02   0.3822368E+02
   0.7000000E+01   0.5149115E+02   0.3962115E+02   0.3848055E+02   0.3809276E+02
   0.7100000E+01   0.5123225E+02   0.3936225E+02   0.3834092E+02   0.3796968E+02
   0.7200000E+01   0.5086786E+02   0.3899786E+02   0.3821452E+02   0.3784869E+02
   0.7300000E+01   0.5058973E+02   0.3871973E+02   0.3810091E+02   0.3773749E+02
   0.7400000E+01   0.5023537E+02   0.3836537E+02   0.3798684E+02   0.3762041E+02
   0.7500000E+01   0.5011069E+02   0.3824069E+02   0.3788194E+02   0.3752536E+02
   0.7600000E+01   0.4995235E+02   0.3808235E+02   0.3777439E+02   0.3742519E+02
   0.7700000E+01   0.4985506E+02   0.3798506E+02   0.3766851E+02   0.3732299E+02
   0.7800000E+01   0.4965484E+02   0.3778484E+02   0.3758038E+02   0.3724564E+02
   0.7900000E+01   0.4952196E+02   0.3765196E+02   0.3749278E+02   0.3716370E+02
   0.8000000E+01   0.4935640E+02   0.3748640E+02   0.3738547E+02   0.3706866E+02
   0.8100000E+01   0.4915287E+02   0.3728287E+02   0.3726778E+02   0.3696357E+02
   0.8200000E+01   0.4888236E+02   0.3701236E+02   0.3715803E+02   0.3686961E+02
   0.8300000E+01   0.4867498E+02   0.3680498E+02   0.3701890E+02   0.3674983E+02
   0.8400000E+01   0.4854027E+02   0.3667027E+02   0.3686474E+02   0.3661986E+02
   0.8500000E+01   0.4826007E+02   0.3639007E+02   0.3667751E+02   0.3645723E+02
   0.8600000E+01   0.4803083E+02   0.3616083E+02   0.3653328E+02   0.3633634E+02
   0.8700000E+01   0.4768608E+02   0.3581608E+02   0.3633231E+02   0.3616775E+02
   0.8800000E+01   0.4738991E+02   0.3551991E+02   0.3617032E+02   0.3604537E+02
   0.8900000E+01   0.4724916E+02   0.3537916E+02   0.3598431E+02   0.3591567E+02
   0.9000000E+01   0.4693749E+02   0.3506749E+02   0.3576697E+02   0.3579595E+02
   0.9100000E+01   0.4695285E+02   0.3508285E+02   0.3544683E+02   0.3565739E+02
   0.9200000E+01   0.4692665E+02   0.3505665E+02   0.3500104E+02   0.3548087E+02
   0.9300000E+01   0.4669677E+02   0.3482677E+02   0.3452616E+02   0.3526771E+02
   0.9400000E+01   0.4652995E+02   0.3465995E+02   0.3422543E+02   0.3505474E+02
   0.9500000E+01   0.4643101E+02   0.3456101E+02   0.3360448E+02   0.3483322E+02
   0.9600000E+01   0.4619242E+02   0.3432242E+02   0.3321658E+02   0.3466453E+02
   0.9700000E+01   0.4619164E+02   0.3432164E+02   0.3298676E+02   0.3448785E+02
   0.9800000E+01   0.4602539E+02   0.3415539E+02   0.3300672E+02   0.3432856E+02
   0.9900000E+01   0.4582561E+02   0.3395561E+02   0.3217898E+02   0.3419260E+02
   0.1000000E+02   0.4596315E+02   0.3409315E+02   0.3271834E+02   0.3398802E+02
   0.1010000E+02   0.4574850E+02   0.3387850E+02   0.3196578E+02   0.3394529E+02
   0.1020000E+02   0.4573971E+02   0.3386971E+02   0.3271042E+02   0.3354240E+02
   0.1030000E+02   0.4568982E+02   0.3381982E+02   0.3266507E+02   0.3354976E+02
   0.1040000E+02   0.4546954E+02   0.3359954E+02   0.3379697E+02   0.3377838E+02
   0.1050000E+02   0.4542840E+02   0.3355840E+02   0.3408955E+02   0.3391109E+02
   0.1060000E+02   0.4564460E+02   0.3377460E+02   0.3420154E+02   0.3394817E+02
   0.1070000E+02   0.4665899E+02   0.3478899E+02   0.3432279E+02   0.3393568E+02
   0.1080000E+02   0.4709759E+02   0.3522759E+02   0.3386597E+02   0.3344208E+02
   0.1090000E+02   0.4738896E+02   0.3551897E+02   0.3400651E+02   0.3357616E+02
   0.1100000E+02   0.4700758E+02   0.3513758E+02   0.3353324E+02   0.3306543E+02
