   0.6000000E+01   0.2078582E+04   0.2015736E+02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.4113766E+04   0.0000000E+00   0.7607853E+05   0.7057132E+05   0.1959570E+06   0.6019692E+06   0.2629932E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6100000E+01   0.2219745E+04   0.1159247E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3907748E+04   0.0000000E+00   0.7835840E+05   0.6996991E+05   0.1944584E+06   0.6019673E+06   0.2629924E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6200000E+01   0.2224108E+04   0.1514569E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3920491E+04   0.0000000E+00   0.7836365E+05   0.6996992E+05   0.1944585E+06   0.6019674E+06   0.2629924E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6300000E+01   0.2157656E+04   0.2415199E+03   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3926132E+04   0.0000000E+00   0.7836872E+05   0.6996986E+05   0.1944583E+06   0.6019669E+06   0.2629922E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6400000E+01   0.2171668E+04   0.3183045E+03   0.3567309E+01   0.1763137E+00   0.5188081E+00   0.0000000E+00   0.0000000E+00   0.1669018E+01   0.7964900E-01   0.4547957E+00   0.3853988E+04   0.0000000E+00   0.7837625E+05   0.6996987E+05   0.1944583E+06   0.6019670E+06   0.2629922E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6500000E+01   0.2093143E+04   0.3478162E+03   0.3978559E+02   0.3123191E+01   0.9622793E+00   0.1623094E+00   0.0000000E+00   0.3771187E+02   0.2494154E+01   0.6816342E+01   0.3803936E+04   0.0000000E+00   0.7838520E+05   0.6996989E+05   0.1944584E+06   0.6019671E+06   0.2629923E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6600000E+01   0.1984421E+04   0.2468803E+03   0.5539832E+02   0.4237113E+02   0.9325102E+01   0.3150086E+01   0.0000000E+00   0.4336690E+02   0.2236734E+01   0.3396913E+01   0.3708999E+04   0.0000000E+00   0.7841672E+05   0.6996991E+05   0.1944584E+06   0.6019673E+06   0.2629924E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6700000E+01   0.1870506E+04   0.9360035E+02   0.5563876E+02   0.5266737E+02   0.2670786E+02   0.1201216E+02   0.0000000E+00   0.3915576E+02   0.5093355E+01   0.3608610E+01   0.3586486E+04   0.0000000E+00   0.7849375E+05   0.6996992E+05   0.1944585E+06   0.6019674E+06   0.2629924E+06   0.3604194E-03   0.0000000E+00   0.0000000E+00
   0.6800000E+01   0.1490099E+04   0.4260773E+02   0.7130333E+02   0.4171760E+02   0.3743263E+02   0.5791549E+02   0.0000000E+00   0.5408995E+02   0.8223459E+01   0.6909619E+01   0.3422985E+04   0.0000000E+00   0.7856435E+05   0.6996986E+05   0.1944583E+06   0.6019669E+06   0.2629922E+06   0.3956186E-02   0.0000000E+00   0.0000000E+00
   0.6900000E+01   0.9950332E+03   0.9865876E+01   0.1357339E+03   0.4342522E+02   0.2252814E+02   0.5515254E+02   0.0000000E+00   0.5683017E+02   0.1052424E+02   0.6026876E+01   0.3243816E+04   0.0000000E+00   0.7861417E+05   0.6996988E+05   0.1944583E+06   0.6019670E+06   0.2629922E+06   0.1499784E+00   0.0000000E+00   0.0000000E+00
   0.7000000E+01   0.2762860E+03   0.1887571E+01   0.2882573E+03   0.6177122E+02   0.2509078E+02   0.4577797E+02   0.0000000E+00   0.6165763E+02   0.7064463E+01   0.3443581E+01   0.2093645E+04   0.0000000E+00   0.7951841E+05   0.6996991E+05   0.1944584E+06   0.6019671E+06   0.2629923E+06   0.8317434E+01   0.0000000E+00   0.0000000E+00
