WL     Counts
5265.04    6232.124000
5266.59    6354.389000
5268.13    6435.360000
5269.67    6577.633000
5271.21    6516.508000
5272.76    6404.497000
5274.30    6271.039000
5275.84    6145.706000
5277.39    6227.077000
5278.93    6188.055000
5280.47    6102.937000
5282.02    6278.647000
5283.56    6466.796000
5285.10    6483.231000
5286.64    6530.445000
5288.19    6727.262000
5289.73    6729.155000
5291.27    6764.626000
5292.82    6911.907000
5294.36    6875.411000
5295.90    6829.498000
5297.44    6564.441000
5298.99    6303.846000
5300.53    6570.312000
5302.07    6629.692000
5303.62    6640.016000
5305.16    6706.947000
5306.70    6711.596000
5308.25    6696.911000
5309.79    6599.809000
5311.33    6465.817000
5312.88    6437.010000
5314.42    6123.062000
5315.96    5796.882000
5317.50    5779.362000
5319.05    5673.215000
5320.59    5692.762000
5322.13    5731.243000
5323.68    6003.895000
5325.22    6227.622000
5326.76    6360.134000
5328.31    6498.449000
5329.85    6734.772000
5331.39    6707.252000
5332.93    6691.159000
5334.48    6714.979000
5336.02    6844.014000
5337.56    6908.329000
5339.11    7052.104000
5340.65    7361.382000
5342.19    7284.314000
5343.73    7048.814000
5345.28    6971.754000
5346.82    6940.199000
5348.36    6597.507000
5349.91    6705.526000
5351.45    6715.876000
5352.99    6977.138000
5354.54    6920.458000
5356.08    6978.839000
5357.62    7051.716000
5359.16    7135.418000
5360.71    7144.449000
5362.25    7341.212000
5363.79    7160.559000
5365.34    7170.486000
5366.88    7124.581000
5368.42    7140.249000
5369.97    7077.011000
5371.51    6812.052000
5373.05    6642.874000
5374.60    6624.754000
5376.14    6339.256000
5377.68    6203.609000
5379.22    6143.521000
5380.77    6201.188000
5382.31    6362.168000
5383.85    6271.897000
5385.40    6613.705000
5386.94    6738.507000
5388.48    6838.762000
5390.02    6704.480000
5391.57    6640.826000
5393.11    6542.184000
5394.65    6424.836000
5396.20    6607.867000
5397.74    6470.785000
5399.28    6562.162000
5400.83    6572.920000
5402.37    6735.696000
5403.91    6956.120000
5405.45    6751.531000
5407.00    7190.582000
5408.54    7241.125000
5410.08    7173.151000
5411.63    7083.583000
5413.17    6900.740000
5414.71    6887.853000
5416.26    6846.061000
5417.80    6630.277000
5419.34    6432.458000
5420.89    6334.844000
5422.43    6455.483000
5423.97    6435.456000
5425.51    6425.563000
5427.06    6663.174000
5428.60    6775.132000
5430.14    6822.399000
5431.69    6749.229000
5433.23    6747.322000
5434.77    6847.990000
5436.31    6970.533000
5437.86    6877.203000
5439.40    6769.191000
5440.94    6747.979000
5442.49    6659.614000
5444.03    6649.078000
5445.57    6418.902000
5447.12    6347.458000
5448.66    6583.742000
5450.20    6400.055000
5451.74    6422.613000
5453.29    6506.636000
5454.83    6374.494000
5456.37    6311.481000
5457.92    6236.757000
5459.46    6160.343000
5461.00    6289.233000
5462.55    6463.023000
5464.09    6526.905000
5465.63    6607.609000
5467.18    6664.755000
5468.72    6788.027000
5470.26    6830.573000
5471.80    6924.338000
5473.35    6921.871000
5474.89    6945.756000
5476.43    6896.843000
5477.98    6728.077000
5479.52    6812.836000
5481.06    6750.441000
5482.60    6715.828000
5484.15    6721.256000
5485.69    6634.801000
5487.23    6586.890000
5488.78    6652.948000
5490.32    6817.634000
5491.86    6948.814000
5493.41    6979.135000
5494.95    6890.391000
5496.49    6831.840000
5498.03    6858.306000
5499.58    6774.204000
5501.12    6612.329000
5502.66    6659.951000
5504.21    6706.732000
5505.75    6634.468000
5507.29    6604.779000
5508.84    6587.128000
5510.38    6486.162000
5511.92    6464.441000
5513.47    6605.447000
5515.01    6492.139000
5516.55    6364.210000
5518.09    6597.058000
5519.64    6818.040000
5521.18    6563.442000
5522.72    6370.685000
5524.27    6497.882000
5525.81    6604.763000
5527.35    6253.894000
5528.90    6320.488000
5530.44    6345.924000
5531.98    6141.205000
5533.52    6247.473000
5535.07    6313.528000
5536.61    6294.605000
5538.15    6423.398000
5539.70    6412.674000
5541.24    6326.291000
5542.78    6454.311000
5544.32    6519.292000
5545.87    6579.625000
5547.41    6577.667000
5548.95    6459.351000
5550.50    6230.078000
5552.04    6576.442000
5553.58    6515.148000
5555.12    6459.353000
5556.67    6601.438000
5558.21    6420.092000
5559.75    6305.424000
5561.30    6305.789000
5562.84    6375.117000
5564.38    6225.110000
5565.93    6213.342000
5567.47    6154.256000
5569.01    6285.235000
5570.56    6385.132000
5572.10    6705.346000
5573.64    7371.521000
5575.19    6873.066000
5576.73    6629.700000
5578.27    6522.052000
5579.81    7475.891000
5581.36    6996.602000
5582.90    5690.890000
5584.44    5308.783000
5585.98    5937.766000
5587.53    6484.681000
5589.07    6726.467000
5590.61    6913.628000
5592.16    6869.680000
5593.70    6753.765000
5595.24    6761.417000
5596.79    6890.953000
5598.33    6872.299000
5599.87    6905.711000
5601.42    6914.658000
5602.96    6974.378000
5604.50    6951.494000
5606.05    6980.393000
5607.59    6875.794000
5609.13    6868.462000
5610.67    6782.971000
5612.22    6794.806000
5613.76    6715.233000
5615.30    6716.746000
5616.85    6762.171000
5618.39    6729.249000
5619.93    6713.239000
5621.48    6680.196000
5623.02    6682.077000
5624.56    6718.649000
5626.10    6826.545000
5627.65    6868.239000
5629.19    6946.108000
5630.73    6875.076000
5632.27    6875.773000
5633.82    6681.010000
5635.36    6660.876000
5636.90    6655.855000
5638.45    6656.507000
5639.99    6625.958000
5641.53    6572.157000
5643.08    6422.129000
5644.62    6432.856000
5646.16    6549.772000
5647.71    6569.941000
5649.25    6663.493000
5650.79    6600.494000
5652.34    6583.328000
5653.88    6737.038000
5655.42    6873.824000
5656.96    6905.719000
5658.51    6949.892000
5660.05    6798.097000
5661.59    6800.217000
5663.14    6959.187000
5664.68    6957.996000
5666.22    6898.739000
5667.77    6870.140000
5669.31    6876.724000
5670.85    6809.418000
5672.39    6750.596000
5673.94    6725.431000
5675.48    6746.854000
5677.02    6733.937000
5678.56    6765.596000
5680.11    6771.707000
5681.65    6809.050000
5683.19    6802.001000
5684.74    6832.522000
5686.28    6995.677000
5687.82    7010.521000
5689.37    7017.126000
5690.91    6979.946000
5692.45    6950.022000
5694.00    6872.638000
5695.54    6757.042000
5697.08    6730.354000
5698.62    6749.008000
5700.17    6783.524000
5701.71    6866.327000
5703.25    6848.047000
5704.80    6875.227000
5706.34    7016.187000
5707.88    7094.991000
5709.43    6935.923000
5710.97    6940.363000
5712.51    6655.280000
5714.06    6665.018000
5715.60    6772.142000
5717.14    6784.451000
5718.68    6931.849000
5720.23    6902.266000
5721.77    6922.347000
5723.31    6868.292000
5724.85    6857.461000
5726.40    6838.333000
5727.94    6865.632000
5729.48    7009.474000
5731.03    7108.805000
5732.57    7077.414000
5734.11    7100.676000
5735.66    6842.661000
5737.20    6825.712000
5738.74    6815.787000
5740.29    6821.371000
5741.83    6997.233000
5743.37    6982.850000
5744.91    7031.381000
5746.46    7070.072000
5748.00    7185.165000
5749.54    7124.279000
5751.09    7121.662000
5752.63    7042.958000
5754.17    7038.475000
5755.72    6860.534000
5757.26    6838.364000
5758.80    6605.126000
5760.35    6581.675000
5761.89    6727.654000
5763.43    6717.005000
5764.97    6831.921000
5766.52    6809.410000
5768.06    6837.188000
5769.60    6844.945000
5771.15    6930.990000
5772.69    6938.300000
5774.23    6996.735000
5775.77    7083.430000
5777.32    7182.801000
5778.86    7274.578000
5780.40    7349.265000
5781.95    7247.005000
5783.49    7257.311000
5785.03    7337.441000
5786.58    7337.479000
5788.12    7333.376000
5789.66    7281.000000
5791.20    7191.971000
5792.75    7210.530000
5794.29    7333.261000
5795.83    7297.135000
5797.38    7308.451000
5798.92    7368.412000
5800.46    7469.226000
5802.01    7359.720000
5803.55    7343.570000
5805.09    7288.229000
5806.64    7305.549000
5808.18    7296.621000
5809.72    7297.740000
5811.26    7169.706000
5812.81    7166.682000
5814.35    7327.591000
5815.89    7295.606000
5817.44    7311.427000
5818.98    7326.541000
5820.52    7419.327000
5822.06    7483.401000
5823.61    7601.085000
5825.15    7472.923000
5826.69    7435.254000
5828.24    7402.710000
5829.78    7429.365000
5831.32    7248.584000
5832.86    7247.176000
5834.41    7449.167000
5835.95    7412.276000
5837.49    7014.970000
5839.04    6996.765000
5840.58    7045.087000
5842.12    7044.902000
5843.67    7119.977000
5845.21    7150.736000
5846.75    7250.341000
5848.30    7283.070000
5849.84    7353.482000
5851.38    7464.690000
5852.93    7554.461000
5854.47    7382.425000
5856.01    7372.215000
5857.55    7379.526000
5859.10    7388.721000
5860.64    7515.391000
5862.18    7492.688000
5863.73    7537.654000
5865.27    7501.445000
5866.81    7509.944000
5868.35    7458.412000
5869.90    7445.240000
5871.44    7489.062000
5872.98    7581.697000
5874.53    7522.244000
5876.07    7532.984000
5877.61    7527.097000
5879.15    7560.167000
5880.70    7448.375000
5882.24    7461.554000
5883.78    7313.582000
5885.33    7302.250000
5886.87    7264.057000
5888.41    7227.011000
5889.96    7211.272000
5891.50    7206.820000
5893.04    7271.750000
5894.59    7179.255000
5896.13    7130.646000
5897.67    7214.646000
5899.21    7318.761000
5900.76    7232.404000
5902.30    7231.434000
5903.84    7202.018000
5905.39    7229.038000
5906.93    7051.617000
5908.47    7039.837000
5910.02    7034.604000
5911.56    7008.634000
5913.10    7025.978000
5914.65    6955.152000
5916.19    6873.854000
5917.73    6917.245000
5919.27    7038.505000
5920.82    6954.294000
5922.36    6925.319000
5923.90    7012.016000
5925.44    7100.266000
5926.99    7036.297000
5928.53    7048.925000
5930.07    7126.577000
5931.62    7137.095000
5933.16    6960.345000
5934.70    6922.060000
5936.25    6843.761000
5937.79    6736.570000
5939.33    6495.296000
5940.88    6352.397000
5942.42    6164.663000
5943.96    5988.925000
5945.50    5840.729000
5947.05    5576.144000
5948.59    5430.175000
5950.13    5314.060000
5951.68    5293.947000
5953.22    5553.791000
5954.76    5630.310000
5956.31    6089.641000
5957.85    6131.183000
5959.39    6400.986000
5960.94    6418.559000
5962.48    6623.784000
5964.02    6663.107000
5965.56    6827.216000
5967.11    6845.148000
5968.65    6925.257000
5970.19    6872.753000
5971.73    6877.056000
5973.28    6858.351000
5974.82    6884.958000
5976.36    6941.250000
5977.91    6987.720000
5979.45    6996.776000
5980.99    6996.636000
5982.54    6941.079000
5984.08    6917.092000
5985.62    6942.359000
5987.17    6924.854000
5988.71    6968.409000
5990.25    6989.044000
5991.79    7094.322000
5993.34    7025.809000
