WL     Counts
5994.88    7005.392000
5996.42    6967.019000
5997.97    6982.513000
5999.51    7057.984000
6001.05    7122.270000
6002.60    7041.608000
6004.14    7056.443000
6005.68    7045.681000
6007.23    7042.105000
6008.77    7024.345000
6010.31    7011.236000
6011.85    7090.700000
6013.40    7053.176000
6014.94    7050.956000
6016.48    6985.912000
6018.02    6959.282000
6019.57    6948.050000
6021.11    6986.411000
6022.65    7099.593000
6024.20    7188.978000
6025.74    7145.354000
6027.28    7165.655000
6028.83    7217.450000
6030.37    7225.656000
6031.91    7222.272000
6033.45    7185.884000
6035.00    7148.840000
6036.54    7065.462000
6038.08    6933.913000
6039.63    6904.639000
6041.17    6926.376000
6042.71    6926.346000
6044.26    6973.669000
6045.80    6901.799000
6047.34    6897.863000
6048.89    6853.292000
6050.43    6873.237000
6051.97    6947.454000
6053.52    6986.713000
6055.06    7073.819000
6056.60    7071.274000
6058.14    7083.030000
6059.69    7069.757000
6061.23    7134.562000
6062.77    6993.899000
6064.31    6793.448000
6065.86    6775.934000
6067.40    6806.832000
6068.94    6836.227000
6070.49    6902.644000
6072.03    7074.678000
6073.57    7184.646000
6075.12    6941.622000
6076.66    6916.791000
6078.20    6949.347000
6079.74    6956.140000
6081.29    6990.692000
6082.83    6979.198000
6084.38    7066.392000
6085.92    7076.174000
6087.46    7193.547000
6089.00    7141.545000
6090.55    7127.296000
6092.09    7178.525000
6093.63    7271.958000
6095.18    7332.484000
6096.72    7405.187000
6098.26    7228.763000
6099.81    7210.732000
6101.35    7478.355000
6102.89    7516.415000
6104.43    7290.128000
6105.98    7269.230000
6107.52    7347.318000
6109.06    7367.355000
6110.60    7539.502000
6112.15    7494.325000
6113.69    7486.325000
6115.23    7384.108000
6116.78    7330.775000
6118.32    7330.072000
6119.86    7372.621000
6121.41    7400.980000
6122.95    7448.527000
6125.49    7277.057000
6126.03    7273.256000
6127.58    7295.184000
6129.12    7302.392000
6130.66    7361.259000
6132.21    7346.945000
6133.75    7422.041000
6135.29    7415.107000
6136.84    7491.847000
6138.38    7363.062000
6139.92    7249.281000
6141.47    7186.393000
6143.01    7179.821000
6144.55    7122.628000
6146.09    7134.505000
6147.64    7174.764000
6149.18    7218.053000
6150.72    7215.553000
6152.27    7217.144000
6153.81    7190.220000
6155.35    7165.332000
6156.90    7208.104000
6158.44    7216.466000
6159.98    7339.914000
6161.52    7224.364000
6163.07    7098.284000
6164.61    7119.146000
6166.15    7195.709000
6167.70    7091.868000
6169.24    7066.434000
6170.78    7121.347000
6172.32    7175.627000
6173.87    7134.652000
6175.41    7159.413000
6176.95    7123.287000
6178.50    7127.477000
6180.04    7202.096000
6181.58    7153.943000
6183.13    7088.126000
6184.67    7098.481000
6186.21    7204.280000
6187.76    7226.463000
6189.30    7311.722000
6190.84    7191.215000
6192.38    7141.540000
6193.93    7098.013000
6195.47    7117.302000
6197.01    7010.826000
6198.56    7014.607000
6200.10    7075.337000
6201.64    7081.778000
6203.19    7139.912000
6204.73    7118.434000
6206.27    7162.182000
6207.81    7135.877000
6209.36    7157.101000
6210.90    7053.803000
6212.44    6955.560000
6213.99    6913.533000
6215.53    6924.782000
6217.07    6766.182000
6218.61    6709.917000
6220.16    6564.119000
6221.70    6545.483000
6223.24    6502.009000
6224.79    6523.908000
6226.33    6585.150000
6227.87    6585.159000
6229.42    6596.840000
6230.96    6596.342000
6232.50    6709.125000
6234.05    6714.283000
6235.59    6793.646000
6237.13    6827.808000
6238.67    6920.420000
6240.22    6945.324000
6241.76    7005.627000
6243.30    6852.059000
6244.85    6822.510000
6246.39    6599.543000
6247.93    6577.176000
6249.48    6597.163000
6251.02    6601.640000
6252.56    6694.949000
6254.10    6686.075000
6255.65    6780.830000
6257.19    6770.792000
6258.73    6828.149000
6260.28    6783.514000
6261.82    6781.971000
6263.36    6783.672000
6264.90    6830.295000
6266.45    6740.068000
6267.99    6726.855000
6269.53    6666.622000
6271.08    6678.480000
6272.62    6537.483000
6274.16    6536.632000
6275.71    6295.760000
6277.25    6262.429000
6278.79    6107.768000
6280.34    6080.873000
6281.88    6092.028000
6283.42    6148.697000
6284.96    6312.142000
6286.51    6297.418000
6288.05    6327.485000
6289.59    6258.148000
6291.14    6250.839000
6292.68    6326.497000
6294.22    6388.083000
6295.77    6418.896000
6297.31    6452.116000
6298.85    6389.511000
6300.40    6396.219000
6301.94    6574.250000
6303.48    6532.968000
6305.02    6474.532000
6306.57    6420.574000
6308.11    6370.891000
6309.65    6351.250000
6311.19    6381.691000
6312.74    6270.402000
6314.28    6216.797000
6315.82    6178.368000
6317.37    6191.316000
6318.91    6228.555000
6320.45    6269.480000
6322.00    6346.544000
6323.54    6360.799000
6325.08    6596.035000
6326.62    6573.043000
6328.17    6595.810000
6329.71    6540.265000
6331.25    6474.585000
6332.80    6491.636000
6334.34    6581.508000
6335.88    6619.757000
6337.43    6706.598000
6338.97    6658.533000
6340.51    6669.408000
6342.06    6654.930000
6343.60    6681.439000
6345.14    6843.852000
6346.68    6901.184000
6348.23    6909.285000
6349.77    6897.354000
6351.31    6750.140000
6352.86    6735.408000
6354.40    6793.759000
6355.94    6744.087000
6357.48    6712.339000
6359.03    6648.204000
6360.57    6624.104000
6362.11    6573.210000
6363.66    6574.099000
6365.20    6663.963000
6366.74    6741.056000
6368.29    6642.310000
6369.83    6648.892000
6371.37    6634.048000
6372.91    6634.194000
6374.46    6637.991000
6376.00    6612.794000
6377.54    6638.061000
6379.09    6587.912000
6380.63    6537.171000
6382.17    6534.820000
6383.72    6589.938000
6385.26    6595.401000
6386.80    6650.303000
6388.35    6662.731000
6389.89    6707.315000
6391.43    6721.858000
6392.97    6758.333000
6394.52    6796.704000
6396.06    6830.190000
6397.60    6769.257000
6399.15    6758.885000
6400.69    6673.204000
6402.23    6632.494000
6403.77    6592.801000
6405.32    6598.854000
6406.86    6685.392000
6408.40    6669.260000
6409.95    6701.104000
6411.49    6582.757000
6413.03    6535.303000
6414.58    6481.964000
6416.12    6494.055000
6417.66    6493.762000
6419.20    6521.597000
6420.75    6460.947000
6422.29    6445.275000
6423.83    6208.895000
6425.38    6221.668000
6426.92    6428.114000
6428.46    6441.835000
6430.01    6554.998000
6431.55    6555.264000
6433.09    6612.255000
6434.64    6619.193000
6436.18    6673.707000
6437.72    6594.867000
6439.26    6586.844000
6440.81    6581.665000
6442.35    6610.224000
6443.89    6725.904000
6445.44    6770.654000
6446.98    6475.476000
6448.52    6459.615000
6450.06    6360.685000
6451.61    6370.358000
6453.15    6496.728000
6454.69    6484.612000
6456.24    6532.375000
6457.78    6443.098000
6459.32    6391.071000
6460.87    6453.781000
6462.41    6535.175000
6463.95    6502.124000
6465.49    6523.542000
6467.04    6409.509000
6468.58    6413.058000
6470.12    6418.598000
6471.67    6407.487000
6473.21    6276.158000
6474.75    6243.308000
6476.30    6215.799000
6477.84    6221.074000
6479.38    6305.225000
6480.93    6299.331000
6482.47    6343.486000
6484.01    6391.571000
6485.55    6477.646000
6487.10    6438.219000
6488.64    6451.943000
6490.18    6400.760000
6491.73    6414.911000
6493.27    6224.877000
6494.81    6210.328000
6496.35    6420.958000
6497.90    6388.540000
6499.44    6344.310000
6500.98    6368.465000
6502.53    6537.303000
6504.07    6481.311000
6505.61    6447.154000
6507.16    6362.062000
6508.70    6318.601000
6510.24    6236.603000
6511.78    6219.588000
6513.33    6321.385000
6514.87    6392.726000
6516.41    6171.926000
6517.96    6157.212000
6519.50    6153.888000
6521.04    6170.908000
6522.59    6404.859000
6524.13    6386.004000
6525.67    6422.173000
6527.22    6382.921000
6528.76    6368.941000
6530.30    6387.662000
6531.84    6467.404000
6533.39    6428.652000
6534.93    6438.115000
6536.47    6479.264000
6538.02    6532.544000
6539.56    6411.353000
6541.10    6408.250000
6542.65    6285.933000
6544.19    6280.193000
6545.73    6351.992000
6547.27    6323.360000
6548.82    6307.868000
6550.36    6271.896000
6551.90    6262.710000
6553.45    6197.060000
6554.99    6148.853000
6556.53    6001.527000
6558.07    5898.907000
6559.62    5889.820000
6561.16    5920.307000
6562.70    5932.748000
6564.25    5964.918000
6565.79    6100.090000
6567.33    6146.346000
6568.88    6255.842000
6570.42    6253.558000
6571.96    6251.642000
6573.51    6262.208000
6575.05    6401.872000
6576.59    6380.934000
6578.13    6405.908000
6579.68    6404.844000
6581.22    6457.348000
6582.76    6316.061000
6584.31    6249.233000
6585.85    6335.422000
6587.39    6405.772000
6588.94    6363.634000
6590.48    6383.733000
6592.02    6418.671000
6593.56    6419.542000
6595.11    6370.295000
6596.65    6325.700000
6598.19    6233.790000
6599.74    6229.187000
6601.28    6301.270000
6602.82    6307.649000
6604.36    6371.777000
6605.91    6460.895000
6607.45    6585.707000
6608.99    6577.719000
6610.54    6612.360000
6612.08    6412.015000
6613.62    6378.195000
6615.17    6329.074000
6616.71    6347.464000
6618.25    6150.753000
6619.80    6153.031000
6621.34    6179.660000
6622.88    6112.539000
6624.42    5982.769000
6625.97    5995.147000
6627.51    6077.556000
6629.05    5992.149000
6630.60    5944.570000
6632.14    6000.380000
6633.68    6074.823000
6635.23    6022.407000
6636.77    6030.533000
6638.31    6149.409000
6639.85    6202.516000
6641.40    6458.371000
6642.94    6493.278000
6644.48    6807.316000
6646.03    6833.010000
6647.57    7093.070000
6649.11    6946.200000
6650.65    6684.513000
6652.20    6555.438000
6653.74    6431.411000
6655.28    6242.487000
6656.83    6121.121000
6658.37    6070.976000
6659.91    6080.056000
6661.46    6020.804000
6663.00    6030.831000
6664.54    6077.711000
6666.09    6083.937000
6667.63    6129.215000
6669.17    6070.103000
6670.71    5837.352000
6672.26    5870.797000
6673.80    6054.059000
6675.34    6016.198000
6676.89    6013.480000
6678.43    6004.488000
6679.97    6038.094000
6681.52    6070.679000
6683.06    6126.872000
6684.60    6090.847000
6686.14    6106.528000
6687.69    5950.990000
6689.23    5949.125000
6690.77    5727.694000
6692.32    5728.457000
6693.86    5847.549000
6695.40    5819.917000
6696.94    5819.976000
6698.49    5786.857000
6700.03    5779.217000
6701.57    5739.042000
6703.12    5733.054000
6704.66    5766.914000
6706.20    5833.681000
6707.75    5776.422000
6709.29    5778.653000
6710.83    5738.065000
6712.38    5752.744000
6713.92    5734.994000
6715.46    5734.769000
6717.00    5805.856000
6718.55    5766.793000
6720.09    5676.621000
6721.63    5660.637000
6723.18    5690.894000
6724.72    5650.114000
6726.26    5640.833000
6727.81    5660.745000
6729.35    5719.678000
6730.89    5532.212000
6732.43    5449.537000
6733.98    5648.471000
6735.52    5746.891000
6737.06    5722.256000
6738.60    5741.489000
6740.15    5775.084000
6741.69    5764.751000
6743.23    5675.829000
6744.78    5662.918000
6746.32    5716.353000
6747.86    5702.326000
6749.41    5734.041000
6750.95    5744.823000
6752.49    5802.262000
6754.04    5748.530000
6755.58    5746.583000
6757.12    5633.737000
6758.66    5611.633000
6760.21    5529.495000
6761.75    5534.022000
6763.29    5563.281000
6764.84    5573.090000
6766.38    5683.883000
6767.92    5648.419000
6769.47    5587.309000
6771.01    5576.198000
6772.55    5616.982000
6774.10    5589.076000
6775.64    5600.517000
6777.18    5647.367000
6778.72    5728.587000
6780.27    5723.016000
6781.81    5751.156000
6783.35    5707.696000
6784.90    5722.522000
6786.44    5672.378000
6787.98    5687.931000
6789.52    5604.385000
6791.07    5597.750000
6792.61    5582.204000
6794.15    5597.017000
6795.70    5731.257000
6797.24    5726.368000
6798.78    5774.486000
6800.33    5631.767000
6801.87    5515.708000
6803.41    5397.643000
6804.95    5346.927000
6806.50    5363.368000
6808.04    5396.688000
6809.58    5329.105000
6811.13    5337.404000
6812.67    5389.714000
6814.21    5391.943000
6815.76    5352.888000
6817.30    5351.342000
6818.84    5448.457000
6820.39    5436.711000
6821.93    5478.555000
6823.47    5422.861000
6825.01    5390.483000
6826.56    5357.036000
6828.10    5363.012000
6829.64    5303.164000
6831.19    5302.535000
6832.73    5324.924000
6834.27    5355.479000
6835.81    5322.565000
6837.36    5322.028000
6838.90    5471.149000
6840.44    5432.021000
6841.99    5327.252000
6843.53    5325.097000
6845.07    5393.819000
6846.62    5355.550000
6848.16    5340.394000
6849.70    5346.568000
6851.24    5395.139000
6852.79    5359.802000
6854.33    5367.647000
6855.87    5153.421000
6857.42    5096.397000
6858.96    5210.594000
6860.50    5255.530000
6862.05    5101.777000
6863.59    5101.572000
6865.13    5182.731000
6866.68    5176.093000
6868.22    5241.129000
6869.76    5123.372000
6871.30    4929.100000
6872.85    4883.098000
6874.39    4862.375000
6875.93    4920.739000
6877.48    4999.030000
6879.02    5043.067000
6880.56    5093.190000
6882.10    5035.161000
6883.65    5042.047000
6885.19    4972.849000
6886.73    4966.756000
6888.28    5009.265000
6889.82    5007.079000
6891.36    5115.188000
6892.91    5073.205000
6894.45    5023.142000
6895.99    5044.108000
6897.53    5123.979000
6899.08    5056.140000
6900.62    5027.156000
6902.16    5052.016000
6903.71    5095.659000
6905.25    5050.708000
6906.79    5058.752000
6908.34    5083.061000
6909.88    5109.610000
6911.42    4987.159000
6912.97    4995.996000
6914.51    5122.745000
6916.05    5104.623000
6917.59    5129.044000
6919.14    5099.150000
6920.68    5092.568000
6922.22    5070.459000
6923.77    5082.805000
6925.31    4989.596000
6926.85    4949.716000
6928.40    4907.072000
6929.94    4914.940000
6931.48    4972.011000
6933.02    5007.153000
6934.57    5040.295000
6936.11    5039.218000
6937.65    4977.562000
6939.19    4956.743000
6940.74    4955.758000
6942.28    4961.727000
6943.82    5038.950000
6945.37    4974.156000
6946.91    4924.076000
6948.45    4945.278000
6950.00    4998.365000
6951.54    4934.870000
6953.08    4925.753000
6954.63    4923.328000
6956.17    4945.283000
6957.71    4956.541000
6959.26    4979.724000
6960.80    5162.286000
6962.34    5152.307000
6963.88    5079.838000
6965.43    5063.591000
6966.97    5093.195000
6968.51    5086.080000
6970.06    5123.827000
6971.60    5095.445000
6973.14    5101.159000
6974.69    5111.484000
6976.23    5152.051000
6977.77    5028.114000
6979.31    5001.098000
6980.86    4999.354000
6982.40    5020.180000
6983.94    4945.859000
6985.48    4939.288000
6987.03    4932.819000
6988.57    4930.282000
6990.11    5015.690000
6991.66    4953.027000
6993.20    4862.752000
6994.74    4859.999000
6996.29    4900.713000
6997.83    4886.954000
6999.37    4906.911000
7000.92    4905.058000
7002.46    4930.292000
7004.00    4893.238000
7005.55    4906.482000
7007.09    5027.170000
7008.63    5042.962000
7010.17    4932.689000
7011.72    4903.579000
7013.26    4837.898000
7014.80    4829.169000
7016.35    4877.369000
7017.89    4860.052000
7019.43    4876.436000
7020.98    4878.950000
7022.52    4916.900000
7024.06    4877.560000
7025.60    4882.453000
7027.15    4892.858000
7028.69    4920.581000
7030.23    4947.945000
7031.77    4973.717000
7033.32    4991.949000
7034.86    4988.571000
7036.40    4924.644000
7037.95    4909.605000
7039.49    4935.547000
7041.03    4880.158000
7042.58    4813.094000
7044.12    4825.452000
7045.66    4884.276000
7047.21    4872.511000
7048.75    4893.814000
7050.29    4895.541000
7051.83    4921.913000
7053.38    4905.861000
7054.92    4925.269000
7056.46    4871.842000
7058.01    4870.991000
7059.55    5003.814000
7061.09    4978.878000
7062.64    4962.048000
7064.18    4924.063000
7065.72    4882.622000
7067.27    4894.304000
7068.81    4958.205000
7070.35    4894.786000
7071.89    4865.535000
7073.44    4768.102000
7074.98    4737.454000
7076.52    4723.519000
7078.06    4740.931000
7079.61    4651.725000
7081.15    4655.778000
7082.69    4879.923000
7084.24    4890.138000
7085.78    4934.042000
7087.32    4885.341000
7088.87    4783.559000
7090.41    4785.899000
7091.95    4846.044000
7093.50    4849.731000
7095.04    4892.048000
7096.58    4873.972000
7098.12    4890.197000
7099.67    4900.898000
7101.21    4930.719000
7102.75    4856.624000
7104.30    4861.723000
7105.84    4751.757000
7107.38    4749.424000
7108.93    4891.120000
7110.47    4862.113000
7112.01    4825.312000
7113.56    4843.150000
7115.10    4950.250000
7116.64    4910.937000
7118.18    4894.472000
7119.73    4745.661000
7121.27    4641.235000
7122.81    4593.208000
7124.35    4590.879000
7125.90    4415.925000
7127.44    4379.361000
7128.98    4438.439000
7130.53    4464.765000
7132.07    4443.114000
7133.61    4431.113000
7135.16    4335.331000
7136.70    4355.451000
7138.24    4491.170000
7139.78    4509.565000
7141.33    4594.131000
7142.87    4554.697000
7144.41    4543.533000
7145.96    4512.530000
7147.50    4517.437000
7149.04    4425.775000
7150.59    4411.046000
7152.13    4287.852000
7153.67    4279.373000
7155.22    4286.809000
7156.76    4284.663000
7158.30    4240.696000
7159.85    4218.283000
7161.39    4204.644000
7162.93    4186.506000
7164.47    4192.719000
7166.02    4163.706000
7167.56    4157.752000
7169.10    4192.887000
7170.65    4253.708000
7172.19    4080.428000
7173.73    4009.666000
7175.27    4003.071000
7176.82    4019.252000
7178.36    4015.417000
7179.90    4018.277000
7181.45    4065.429000
7182.99    4047.549000
7184.53    4035.299000
7186.07    4028.441000
7187.62    4064.954000
7189.16    4062.242000
7190.70    4100.224000
7192.25    4008.113000
7193.79    3937.975000
7195.33    3866.262000
7196.88    3841.045000
7198.42    3841.293000
7199.96    3861.741000
7201.51    3895.556000
7203.05    3918.308000
7204.59    3912.709000
7206.14    3908.503000
7207.68    3881.137000
7209.22    3875.205000
7210.76    3920.719000
7212.31    3894.041000
7213.85    3878.706000
7215.39    3843.337000
7216.94    3827.711000
7218.48    3799.563000
7220.02    3802.833000
7221.56    3803.155000
7223.11    3823.198000
7224.65    3778.958000
7226.19    3783.769000
7227.74    3807.406000
7229.28    3815.156000
7230.82    3947.084000
7232.36    3921.763000
7233.91    3864.470000
7235.45    3856.055000
7236.99    3888.683000
7238.54    3897.118000
7240.08    3946.930000
7241.62    3991.607000
7243.17    4064.657000
7244.71    3985.938000
7246.25    3961.683000
7247.80    3846.150000
7249.34    3822.924000
7250.88    3749.144000
7252.42    3751.939000
7253.97    3818.253000
7255.51    3812.380000
7257.05    3757.989000
7258.60    3759.813000
7260.14    3829.682000
7261.68    3788.657000
7263.23    3744.883000
7264.77    3744.329000
7266.31    3775.601000
7267.85    3757.552000
7269.40    3766.896000
7270.94    3646.214000
7272.48    3609.233000
7274.03    3861.991000
7275.57    3942.050000
7277.11    3852.597000
7278.65    3846.225000
7280.20    3859.379000
7281.74    3839.701000
7283.28    3819.519000
7284.83    3813.042000
7286.37    3848.712000
7287.91    3811.020000
7289.46    3786.997000
7291.00    3794.427000
7292.54    3827.204000
7294.09    3833.623000
7295.63    3860.409000
7297.17    3849.118000
7298.71    3863.273000
7300.26    3851.490000
7301.80    3865.191000
7303.34    3802.836000
7304.89    3804.450000
7306.43    3825.057000
7307.97    3815.183000
7309.52    3840.395000
7311.06    3811.627000
7312.60    3795.504000
7314.15    3857.445000
7315.69    3960.991000
7317.23    3996.992000
7318.77    4046.824000
7320.32    3972.313000
7321.86    3960.348000
7323.40    3886.953000
7324.94    3888.929000
7326.49    3845.750000
7328.03    3841.122000
7329.57    3807.594000
7331.12    3782.611000
7332.66    3746.685000
7334.20    3715.575000
7335.75    3684.694000
7337.29    3720.745000
7338.83    3803.870000
7340.38    3827.481000
7341.92    3873.562000
7343.46    3821.136000
7345.00    3815.310000
7346.55    3774.752000
7348.09    3779.708000
7349.63    3709.481000
7351.18    3700.965000
7352.72    3672.379000
7354.26    3661.930000
7355.81    3691.489000
7357.35    3692.872000
7358.89    3750.590000
7360.44    3728.129000
7361.98    3727.712000
7363.52    3705.315000
7365.06    3707.997000
7366.61    3707.580000
7368.15    3728.936000
7369.69    3695.612000
7371.23    3700.491000
7372.78    3723.021000
7374.32    3744.379000
7375.86    3783.784000
7377.41    3783.543000
7378.95    3761.623000
7380.49    3760.485000
7382.04    3831.092000
7383.58    3794.172000
7385.12    3754.500000
7386.66    3758.819000
7388.21    3795.264000
7389.75    3774.855000
7391.29    3784.260000
7392.84    3767.719000
7394.38    3779.187000
7395.92    3728.009000
7397.47    3730.601000
7399.01    3735.134000
7400.55    3735.483000
7402.10    3733.976000
7403.64    3719.215000
7405.18    3721.226000
7406.73    3728.234000
7408.27    3798.816000
7409.81    3790.351000
7411.35    3814.686000
7412.90    3773.121000
7414.44    3757.461000
7415.98    3730.231000
7417.52    3734.376000
7419.07    3716.633000
7420.61    3729.505000
7422.15    3643.615000
7423.70    3643.732000
7425.24    3660.190000
7426.78    3663.401000
7428.33    3700.984000
7429.87    3653.854000
7431.41    3540.185000
7432.95    3527.138000
7434.50    3537.953000
7436.04    3571.447000
7437.58    3641.351000
7439.13    3680.251000
7440.67    3735.275000
7442.21    3741.502000
7443.76    3763.538000
7445.30    3738.577000
7446.84    3748.695000
7448.39    3666.815000
7449.93    3661.799000
7451.47    3664.704000
7453.01    3657.857000
7454.56    3702.899000
7456.10    3662.260000
7457.64    3601.523000
7459.19    3596.551000
7460.73    3623.722000
7462.27    3611.919000
7463.81    3625.310000
7465.36    3581.722000
7466.90    3576.109000
7468.44    3603.503000
7469.99    3630.903000
7471.53    3710.238000
7473.07    3737.053000
7474.62    3651.548000
7476.16    3639.307000
7477.70    3564.477000
7479.24    3559.961000
7480.79    3600.002000
7482.33    3573.743000
7483.87    3559.726000
7485.42    3524.096000
7486.96    3509.152000
7488.50    3480.889000
7490.05    3483.303000
7491.59    3452.436000
7493.13    3456.408000
7494.68    3425.760000
7496.22    3433.580000
7497.76    3474.210000
7499.30    3481.681000
7500.85    3544.044000
7502.39    3525.668000
7503.93    3508.768000
7505.48    3492.086000
7507.02    3497.186000
7508.56    3490.529000
7510.10    3510.689000
7511.65    3510.661000
7513.19    3533.816000
7514.73    3536.806000
7516.28    3557.491000
7517.82    3499.402000
7519.36    3499.159000
7520.91    3440.793000
7522.45    3434.868000
7523.99    3458.297000
7525.53    3448.819000
7527.08    3488.772000
7528.62    3475.221000
7530.16    3482.877000
7531.71    3459.930000
7533.25    3452.582000
7534.79    3421.661000
7536.34    3415.137000
7537.88    3386.712000
7539.42    3387.313000
7540.97    3385.521000
7542.51    3401.337000
7544.05    3399.579000
7545.59    3413.455000
7547.14    3360.972000
7548.68    3365.498000
7550.22    3449.656000
7551.77    3428.191000
7553.31    3399.264000
7554.85    3384.996000
7556.40    3394.825000
7557.94    3396.334000
7559.48    3426.182000
7561.02    3427.484000
7562.57    3450.513000
7564.11    3365.146000
7565.65    3341.357000
7567.20    3320.683000
7568.74    3329.774000
7570.28    3321.193000
7571.82    3323.275000
7573.37    3430.550000
7574.91    3422.554000
7576.45    3467.439000
7578.00    3447.191000
7579.54    3435.374000
7581.08    3396.860000
7582.63    3364.319000
7584.17    3348.024000
7585.71    3357.168000
7587.26    3333.483000
7588.80    3337.522000
7590.34    3306.346000
7591.88    3310.709000
7593.43    3200.303000
7594.97    3195.353000
7596.51    3111.241000
7598.06    3085.863000
7599.60    2849.111000
7601.14    2852.339000
7602.69    2913.515000
7604.23    2895.352000
7605.77    2891.500000
7607.31    2970.070000
7608.86    3092.281000
7610.40    3165.596000
7611.94    3242.389000
7613.49    3098.515000
7615.03    3048.484000
7616.57    3148.221000
7618.11    3186.913000
7619.66    3172.790000
7621.20    3173.240000
7622.74    3234.085000
7624.29    3217.171000
7625.83    3197.082000
7627.37    3161.439000
7628.92    3106.799000
7630.46    3089.532000
7632.00    3090.263000
7633.55    3101.423000
7635.09    3135.284000
7636.63    3128.941000
7638.17    3142.571000
7639.72    3045.830000
7641.26    3027.538000
7642.80    2963.332000
7644.35    2966.571000
7645.89    3105.918000
7647.43    3115.609000
7648.98    3194.046000
7650.52    3160.983000
7652.06    3099.004000
7653.60    3085.310000
7655.15    3090.429000
7656.69    3059.655000
7658.23    3046.717000
7659.78    3030.858000
7661.32    3039.274000
7662.86    3020.954000
7664.40    3028.136000
7665.95    3033.651000
7667.49    3047.871000
7669.03    2865.731000
7670.58    2858.520000
7672.12    2972.798000
7673.66    2951.752000
7675.21    2909.610000
7676.75    2885.436000
7678.29    2860.835000
7679.84    2866.214000
7681.38    2900.812000
7682.92    2878.366000
7684.46    2877.292000
7686.01    2878.225000
7687.55    2894.302000
7689.09    2822.624000
7690.64    2814.663000
7692.18    2958.051000
7693.72    2979.143000
7695.27    2919.541000
7696.81    2907.640000
7698.35    2897.997000
7699.89    2877.588000
7701.44    2858.268000
7702.98    2866.598000
7704.52    2909.704000
7706.07    2874.417000
7707.61    2856.669000
7709.15    2943.088000
7710.69    3020.771000
7712.24    2900.198000
7713.78    2866.063000
7715.32    2908.719000
7716.87    2929.471000
7718.41    2924.573000
7719.95    2922.298000
7721.50    2883.597000
7723.04    2859.894000
7724.58    2810.034000
7726.12    2797.182000
7727.67    2799.950000
7729.21    2748.272000
7730.75    2702.867000
7732.30    2645.789000
7733.84    2614.828000
7735.38    2611.542000
7736.93    2623.639000
7738.47    2575.469000
7740.01    2574.560000
7741.56    2568.176000
7743.10    2570.311000
7744.64    2691.998000
7746.18    2680.274000
7747.73    2680.840000
7749.27    2695.213000
7750.81    2774.474000
7752.36    2727.091000
7753.90    2673.016000
7755.44    2676.701000
7756.98    2699.481000
7758.53    2636.891000
7760.07    2613.564000
7761.61    2641.539000
7763.16    2664.499000
7764.70    2651.302000
7766.24    2659.866000
7767.79    2653.622000
7769.33    2646.661000
7770.87    2568.949000
7772.41    2575.422000
7773.96    2645.182000
7775.50    2617.691000
7777.04    2590.761000
7778.59    2560.342000
7780.13    2542.040000
7781.67    2540.893000
7783.22    2555.844000
7784.76    2555.297000
7786.30    2568.186000
7787.85    2559.937000
7789.39    2570.077000
7790.93    2551.815000
7792.47    2550.829000
7794.02    2555.514000
7795.56    2548.172000
7797.10    2571.167000
7798.65    2580.394000
7800.19    2638.585000
7801.73    2615.209000
7803.27    2602.037000
7804.82    2608.937000
7806.36    2635.158000
7807.90    2618.654000
7809.45    2623.440000
7810.99    2621.065000
7812.53    2632.519000
7814.08    2608.465000
7815.62    2615.264000
7817.16    2567.644000
7818.70    2562.749000
7820.25    2525.469000
7821.79    2516.230000
7823.33    2523.424000
7824.88    2499.180000
7826.42    2479.924000
7827.96    2482.773000
7829.51    2505.120000
7831.05    2483.971000
7832.59    2483.481000
7834.14    2502.353000
7835.68    2524.339000
7837.22    2505.452000
7838.76    2511.892000
7840.31    2551.060000
7841.85    2554.496000
7843.39    2563.657000
7844.94    2557.794000
7846.48    2586.792000
7848.02    2563.801000
7849.56    2537.902000
7851.11    2539.667000
7852.65    2564.091000
7854.19    2567.167000
7855.74    2588.587000
7857.28    2503.985000
7858.82    2470.861000
7860.37    2518.801000
7861.91    2545.182000
7863.45    2554.840000
7864.99    2563.912000
7866.54    2492.166000
7868.08    2482.616000
7869.62    2442.848000
7871.17    2435.944000
7872.71    2449.651000
7874.25    2461.155000
7875.80    2508.512000
7877.34    2486.641000
7878.88    2480.684000
7880.43    2453.458000
7881.97    2449.218000
7883.51    2435.210000
7885.05    2442.581000
7886.60    2493.189000
7888.14    2513.984000
7889.68    2507.207000
7891.23    2505.202000
7892.77    2495.838000
7894.31    2477.767000
7895.85    2444.802000
7897.40    2409.975000
7898.94    2357.815000
7900.48    2378.143000
7902.03    2425.564000
7903.57    2421.495000
7905.11    2435.095000
7906.66    2397.053000
7908.20    2390.200000
7909.74    2425.503000
7911.28    2446.327000
7912.83    2500.844000
7914.37    2507.456000
7915.91    2422.488000
7917.46    2407.513000
7919.00    2373.266000
7920.54    2368.190000
7922.09    2388.933000
7923.63    2385.281000
7925.17    2401.541000
7926.72    2379.395000
7928.26    2373.325000
7929.80    2329.719000
7931.34    2315.123000
7932.89    2313.197000
7934.43    2324.584000
7935.97    2310.702000
7937.52    2317.727000
7939.06    2336.774000
7940.60    2338.334000
7942.15    2362.581000
7943.69    2343.616000
7945.23    2308.963000
7946.77    2299.504000
7948.32    2304.505000
7949.86    2282.964000
7951.40    2275.261000
7952.95    2230.659000
7954.49    2209.287000
7956.03    2191.452000
