                  ID                Teff            Teff_err              log(g)          log(g)_err              [Fe/H]          [Fe/H]_err                sHRD
                1500                4960                 173               4.570               0.040           -0.300000           0.0500000           -0.395660
                1501                4891                 113               4.410               0.220           0.0200000           0.0800000           -0.259996
                1502                3875                  50               0.350               0.150            -1.16000           0.0200000             3.39550
                1503                4100                  50               0.450               0.150            -1.20000           0.0200000             3.39355
                1504                4788                 174               4.460               0.340           -0.120000           0.0700000           -0.346971
                1505                4490                  50               4.440               0.130           -0.210000            0.110000           -0.438601
                1506                5526                193.               4.600                0.03           -0.690000           0.0700000           -0.237944
                1507                4799                  90               4.430               0.180           -0.220000           0.0600000           -0.312984
                1508                6540                228.               4.380                0.03           0.0900000           0.0200000            0.274724
                1509             5078.00             132.936             2.73000           0.0989950           0.0100000           0.0707107             1.48518
                1510             5216.00             124.451             2.89000            0.162635           0.0600000           0.0707107             1.37176
                1511                5244                  71               4.400               0.120          -0.0100000           0.0600000           -0.128936
                1512                4684                  87               4.320               0.180           -0.280000           0.0600000           -0.245119
                1513                6550                229.               4.370                0.03          -0.0300000           0.0200000            0.287378
                1514                6450                225.               4.380                0.03            0.110000           0.0300000            0.250652
                1515                6480                226.               4.380                0.03           0.0500000           0.0200000            0.258713
                1516                4957                  66               4.520               0.110          -0.0100000           0.0600000           -0.346711
                1517                4907                  98               4.410               0.190           -0.120000           0.0600000           -0.254322
                1518                4578                  83               4.330               0.210           -0.330000           0.0900000           -0.294884
                1519                5979                  30               3.860               0.050            -1.36000           0.0400000            0.638927
                1520                4571                  99               4.400               0.220           -0.390000           0.0500000           -0.367542
                1521                6100                 100               4.200               0.250           -0.360000           0.0500000            0.333733
                1522                5764                  69               4.190               0.100           -0.410000           0.0600000            0.245309
                1523                4960                  89               4.430               0.170           -0.120000           0.0700000           -0.255660
                1524                4626                 158               4.310               0.370           0.0100000            0.160000           -0.256764
                1525                4859                  90               4.400               0.180           -0.150000           0.0600000           -0.261399
                1526                4877                 113               4.440               0.210          -0.0400000           0.0700000           -0.294976
                1527                6455                  84               2.100               0.100           -0.140000           0.0500000             2.53200
                1528                6265                 130               2.100               0.100           -0.240000           0.0500000             2.48010
                1529                4741                  76               4.400               0.180           -0.320000           0.0300000           -0.304107
                1530                6257                218.               4.500                0.03           -0.550000            0.130000           0.0778780
                1531                6172                216.               4.500                0.03            0.120000            0.150000           0.0541172
                1532                5734                200.               4.500                0.03          -0.0600000           0.0900000          -0.0737562
                1533                6257                218.               4.500                0.03           0.0700000           0.0400000           0.0778780
                1534                6609                231.               4.500                0.03           -0.100000           0.0600000            0.172956
                1535                6747                236.               4.500                0.03            0.580000            0.100000            0.208856
                1536                4750                  62               4.480               0.150           -0.540000           0.0300000           -0.380813
                1537                4939                  93               4.250               0.170          -0.0200000           0.0700000          -0.0830307
                1538                4487                 172               4.220               0.390           -0.240000           0.0500000           -0.219763
                1539                5429                  66               4.410               0.140          -0.0300000           0.0700000          -0.0787077
                1540             4668.00             126.691             2.68000            0.257449          -0.0100000            0.101833             1.38894
                1541                5200                  50               3.200               0.100           0.0600000           0.0700000             1.05643
                1542                5100                  50               3.100               0.100           0.0400000           0.0700000             1.12269
                1543             5233.00             100.000             2.90000            0.353553          -0.0700000           0.0282843             1.36742
                1544             4758.00             198.245             2.70000            0.348473          -0.0100000            0.167531             1.40211
                1545                5050                  50               3.100               0.100           0.0400000           0.0700000             1.10558
                1546             4823.00             213.502             2.85000            0.332603           0.0100000            0.208167             1.27568
                1547             4800.00             206.475             2.60000            0.424264           -0.130000            0.106066             1.51738
                1548                4712                 100               4.320               0.210           -0.140000           0.0800000           -0.234766
                1549             6011.00             100.000             4.41000            0.106066           -0.430000          0.00707106           0.0981998
                1550                5020                  70               2.550               0.250           0.0800000           0.0800000             1.64523
                1551                5050                  70               2.300               0.250            0.190000           0.0700000             1.90558
                1552                4576                 122               4.420               0.320           -0.270000           0.0600000           -0.385643
                1553                4674                 169               4.190               0.390           0.0300000            0.120000           -0.118832
                1554                5312                  34               4.390               0.060           -0.840000           0.0300000          -0.0965548
                1555                5597                  30               4.550               0.050           -0.910000           0.0400000           -0.165766
                1556                5960                  69               4.420               0.050           -0.860000           0.0500000           0.0733976
                1557                4797                  78               4.430               0.150           -0.230000           0.0600000           -0.313707
                1558                4734                 118               4.490               0.280           -0.430000           0.0700000           -0.396673
                1559                4855                 127               4.420               0.250           0.0300000           0.0700000           -0.282830
                1560                4692                 114               4.390               0.250           -0.170000           0.0700000           -0.312155
                1561                4749                 147               4.550               0.310           -0.100000           0.0900000           -0.451179
                1562                4615                 114               4.390               0.270           -0.300000           0.0600000           -0.340899
                1563                5482                  70               1.500               0.100           0.0800000           0.0500000             2.84817
                1564             4974.00             100.000             2.70000           0.0950439           0.0900000           0.0635085             1.47924
                1565             4900.00             197.990             3.00000            0.523259            0.150000           0.0353553             1.15320
                1566             4676.00             100.000             2.82000            0.192873            0.100000           0.0781025             1.25191
                1567             4900.00             100.000             2.70000           0.0519615            0.100000           0.0152752             1.45320
                1568                4500                  90               2.230               0.200            0.130000            0.130000             1.77526
                1569                3950                  90               0.290               0.200           -0.340000            0.170000             3.48880
                1570                4977                 114               4.410               0.210          -0.0200000           0.0700000           -0.229716
                1571                6255                  69               2.100               0.100             0.00000           0.0500000             2.47732
                1572                4828                 116               4.340               0.220             0.00000           0.0700000           -0.212518
                1573                4840                 128               4.370               0.240          -0.0100000            0.130000           -0.238205
                1574                5557                  60               4.500               0.250          -0.0300000           0.0500000           -0.128225
                1575                5460                  87               1.700               0.100           0.0500000           0.0500000             2.64118
                1576                5197                  66               4.380               0.130           -0.530000           0.0600000           -0.124577
                1577                6036                  79               2.200               0.100            0.150000           0.0500000             2.31541
                1578                4580                 115               4.250               0.270           -0.210000            0.100000           -0.214125
                1579                5641                 140               1.800               0.100            0.310000           0.0500000             2.59784
                1580                6521                  80               2.200               0.100          -0.0500000           0.0500000             2.44967
                1581                5302                  66               4.440               0.120           -0.640000           0.0500000           -0.149828
                1582             5975.00             100.000             4.46000            0.127279           -0.850000           0.0353553           0.0377645
                1583                6331                  49               2.200               0.100           0.0600000           0.0500000             2.39830
                1584               21450                1000               3.200               0.200           -0.150000            0.240000             3.51812
                1585               20500                1000               2.750               0.200           -0.180000            0.310000             3.88943
                1586                4681                  89               4.200               0.200           -0.190000           0.0800000           -0.126232
                1587             5305.00             100.000             3.09000           0.0636396           0.0700000          0.00100000             1.20115
                1588               22400                1000               3.700               0.200           0.0700000            0.280000             3.09340
                1589                4986                  92               4.540               0.160          -0.0900000           0.0600000           -0.356578
                1590                5759                  30               4.310               0.050            -1.23000           0.0400000            0.123801
                1591                4830                 107               4.530               0.210           -0.510000           0.0700000           -0.401798
                1592                5300                 120               1.700               0.200            -1.59000           0.0800000             2.58952
                1593                4846                 189               4.390               0.330           -0.690000            0.230000           -0.256053
                1594                5159                  78               4.380               0.130          -0.0100000           0.0600000           -0.137325
                1595                5050                  73               4.500               0.130           -0.320000           0.0600000           -0.294421
                1596                4912                  66               4.440               0.140           -0.280000           0.0400000           -0.282554
                1597                5023                  67               4.430               0.120           -0.240000           0.0600000           -0.233734
                1598                5450                 100               4.500                0.03            -2.09000            0.100000           -0.162001
                1599                4571                 115               4.350               0.300           -0.500000           0.0800000           -0.317542
                1600                5846                  92               1.300               0.100          -0.0400000           0.0500000             3.15985
                1601                4600                161.               4.100                0.03           -0.100000           0.0900000          -0.0565557
                1602                4550                159.               4.200                0.03          -0.0500000           0.0900000           -0.175541
                1603                4900                171.               4.200                0.03          -0.0800000           0.0600000          -0.0468025
                1604                6251                  87               2.200               0.100           0.0600000           0.0500000             2.37621
                1605                5700                 100               4.400               0.100            0.240000           0.0800000           0.0159121
                1606                6200                 100               4.350               0.050            0.210000           0.0800000            0.211980
                1607             4445.00             100.000             4.60000           0.0707106           0.0400000           0.0424264           -0.616099
                1608             4525.00             100.000             4.60000           0.0707106           0.0800000           0.0848528           -0.585113
                1609                4300                 100               1.700               0.200           -0.180000            0.140000             2.22629
                1610                4490                 100               2.000               0.200             0.00000            0.140000             2.00140
                1611                4300                 100               1.500               0.200           -0.130000            0.160000             2.42629
                1612                4500                157.               1.800                0.03           -0.530000            0.230000             2.20526
                1613                4700                164.               2.100                0.03           -0.280000            0.130000             1.98080
                1614             4590.00             134.350             2.20000            0.353553           -0.310000           0.0989949             1.83966
                1615                4500                157.               2.000                0.03           -0.440000            0.240000             2.00526
                1616                4600                161.               2.000                0.03           -0.570000            0.220000             2.04344
                1617                4600                161.               2.000                0.03           -0.580000            0.200000             2.04344
                1618                4050                141.               1.030                0.03           -0.290000            0.140000             2.79223
                1619                4994                174.               2.700                0.03           -0.280000            0.160000             1.48621
                1620                4930                172.               2.580                0.03           -0.360000            0.150000             1.58380
                1621                4970                173.               2.350                0.03           -0.340000            0.140000             1.82784
                1622                4930                172.               2.280                0.03           -0.300000            0.150000             1.88380
                1623             5090.00             100.000             2.70000           0.0707108           -0.310000           0.0989949             1.51928
                1624                5070                  50               2.600               0.100           -0.430000            0.210000             1.61244
                1625                3830                134.               0.600                0.03           -0.520000            0.260000             3.12521
                1626                3980                139.               1.000                0.03           -0.560000            0.250000             2.79195
                1627                5000                 100               2.500               0.200           -0.320000            0.160000             1.68829
                1628                4850                 100               2.200               0.200           -0.220000            0.130000             1.93538
                1629                4490                157.               1.900                0.03           -0.140000            0.290000             2.10140
                1630                4100                 100               1.000               0.200           -0.280000            0.140000             2.84355
                1631                4100                 100               1.000               0.200           -0.310000            0.140000             2.84355
                1632                4700                164.               2.470               0.140           -0.270000           0.0200000             1.61080
                1633                4850                169.               2.300                0.03           -0.270000            0.120000             1.83538
                1634                4760                166.               2.300                0.03           -0.350000            0.120000             1.80284
                1635                4760                166.               2.400                0.03           -0.200000            0.130000             1.70284
                1636                4780                167.               2.400                0.03           -0.240000            0.120000             1.71012
                1637                4920                172.               3.000                0.03           -0.350000            0.130000             1.16027
                1638                4870                170.               2.300                0.03           -0.300000            0.130000             1.84253
                1639                4800                168.               2.100                0.03           -0.330000            0.130000             2.01738
                1640                4760                166.               2.400                0.03           -0.290000            0.130000             1.70284
                1641                4750                 100               2.200               0.200           -0.190000            0.180000             1.89919
                1642                4750                 100               2.200               0.200           -0.220000            0.160000             1.89919
                1643                4200                 100               1.500               0.200           -0.200000            0.120000             2.38541
                1644                4450                 100               1.800               0.200           -0.210000            0.150000             2.18585
                1645                5900                206.               4.500                0.03           0.0900000           0.0200000          -0.0241785
                1646                5440                190.               4.600                0.03          -0.0400000           0.0200000           -0.265191
                1647                5750                201.               4.530                0.03           0.0900000           0.0200000          -0.0989161
                1648                5650                197.               4.560                0.03          -0.0500000           0.0200000           -0.159393
                1649                4650                 100               2.800               0.200           0.0200000           0.0100000             1.26223
                1650                4950                 100               2.700               0.200           0.0500000           0.0100000             1.47083
                1651                4800                 100               2.800               0.200           0.0200000           0.0100000             1.31738
                1652             4450.00             100.000             1.80000            0.300000          -0.0100000           0.0929157             2.18585
                1653             4500.00             100.000             2.10000           0.0608277             0.00000           0.0700000             1.90526
                1654                4650                162.               2.300                0.03          -0.0100000           0.0300000             1.76223
                1655                4400                154.               2.100                0.03          -0.0300000           0.0300000             1.86622
                1656             4340.00             100.000             1.80000           0.0100000          -0.0200000           0.0282843             2.14237
                1657                4600                161.               2.000                0.03             0.00000           0.0300000             2.04344
                1658                4600                161.               2.000                0.03          -0.0100000           0.0300000             2.04344
                1659             3980.00             100.000            0.500000            0.152753           -0.310000            0.176163             3.29195
                1660             4580.00             100.000             2.00000            0.141421             0.00000           0.0141421             2.03588
                1661             4300.00             100.000             1.60000           0.0707107          -0.0800000            0.169706             2.32629
                1662                4500                157.               1.800                0.03           0.0100000           0.0300000             2.20526
                1663                4500                157.               1.900                0.03          -0.0300000           0.0300000             2.10526
                1664                4700                164.               2.400                0.03            0.200000            0.110000             1.68080
                1665                4670                163.               2.200                0.03           0.0900000            0.130000             1.86968
                1666                4350                152.               1.700                0.03            0.120000            0.120000             2.24637
                1667                4600                161.               2.000                0.03            0.140000            0.150000             2.04344
                1668                4500                157.               2.300                0.03            0.160000            0.110000             1.70526
                1669                4546                159.               2.200                0.03            0.180000            0.110000             1.82293
                1670                4720                165.               2.100                0.03           0.0400000            0.110000             1.98818
                1671             5260.00             100.000             4.50000           0.0100000          -0.0200000           0.0282843           -0.223644
                1672                6800                238.               4.200                0.03            0.260000            0.100000            0.522449
                1673             6350.00             100.000             4.30000           0.0577350           0.0700000           0.0458258            0.303508
                1674             6139.00             100.000             4.58000            0.155563            0.170000           0.0282843          -0.0351963
                1675             5910.00             100.000             4.57000            0.120208            0.190000           0.0282843          -0.0912371
                1676             5980.00             100.000             4.44000           0.0919240            0.130000          0.00100000           0.0592175
                1677                6800                238.               4.300                0.03            0.200000            0.100000            0.422448
                1678                6850                239.               4.400                0.03            0.210000            0.100000            0.335176
                1679                6500                227.               3.900                0.03            0.140000            0.100000            0.744066
                1680                6900                241.               4.100                0.03            0.110000            0.100000            0.647810
                1681                6550                229.               3.900                0.03            0.270000            0.100000            0.757379
                1682                6850                239.               4.300                0.03            0.450000            0.100000            0.435175
                1683                7100                248.               4.300                0.03            0.400000            0.100000            0.497446
                1684                6500                227.               3.900                0.03            0.110000            0.100000            0.744066
                1685                4900                171.               2.900                0.03           0.0700000            0.100000             1.25320
                1686                6650                232.               4.300                0.03           0.0900000            0.100000            0.383699
                1687             6300.00             100.000             4.30000           0.0100000            0.130000          0.00707107            0.289775
                1688                6650                232.               4.300                0.03            0.170000            0.100000            0.383699
                1689                6600                231.               4.300                0.03            0.130000            0.100000            0.370588
                1690                5800                203.               3.500                0.03           0.0700000            0.100000            0.946125
                1691                6800                238.               4.000                0.03            0.320000            0.100000            0.722448
                1692                4770                166.               2.150                0.03           -0.350000            0.110000             1.95649
                1693                4750                166.               2.000                0.03           -0.370000            0.110000             2.09919
                1694                4770                166.               2.050                0.03           -0.300000            0.110000             2.05649
                1695                4717                165.               2.050                0.03           -0.340000            0.100000             2.03708
                1696                4750                166.               2.450                0.03           -0.300000           0.0800000             1.64919
                1697                4850                169.               2.390                0.03           -0.310000           0.0900000             1.74538
                1698                4610                161.               2.160                0.03           -0.320000            0.190000             1.88722
                1699                4520                158.               1.700                0.03           -0.320000            0.150000             2.31297
                1700                5710                  58               4.540               0.100           0.0700000           0.0500000           -0.121042
                1701                5385                  40               4.630               0.100           0.0800000           0.0300000           -0.312844
                1702                5675                  35               4.560               0.100           0.0500000           0.0200000           -0.151723
                1703                5460                  48               4.580               0.100          -0.0200000           0.0400000           -0.238816
                1704                4750                  25               4.660               0.100          -0.0600000           0.0300000           -0.560812
                1705                5760                  38               4.550               0.100           0.0600000           0.0300000           -0.115897
                1706                5290                  45               4.590               0.100          -0.0500000           0.0400000           -0.303764
                1707                4750                  25               4.660               0.100          -0.0500000           0.0300000           -0.560812
                1708                6130                  65               4.500               0.100           0.0800000           0.0500000           0.0422554
                1709                4650                 100               2.100               0.200           -0.220000            0.140000             1.96222
                1710                5980                209.               3.650                0.03            0.190000           0.0200000            0.849217
                1711                6650                232.               3.850                0.03            0.150000           0.0200000            0.833700
                1712                5130                179.               3.480                0.03            0.130000           0.0100000            0.752883
                1713                4400                154.               1.500                0.03          -0.0300000            0.140000             2.46622
                1714                5875                  90               4.500               0.250           0.0700000           0.0700000          -0.0315552
                1715                4660                  90               3.830               0.500           -0.130000            0.100000            0.235957
                1716                4300                  90               3.910               0.500           -0.280000            0.100000           0.0162868
                1717                4250                  90               4.100               0.500           -0.140000            0.100000           -0.194031
                1718                4570                  90               3.450               0.500           -0.670000            0.100000            0.582078
                1719                5100                178.               2.200                0.03           -0.170000            0.160000             2.02269
                1720                4300                150.               1.000                0.03           -0.140000            0.170000             2.92629
                1721                5060                177.               2.100                0.03           -0.170000            0.160000             2.10902
                1722                5040                176.               2.300                0.03           -0.170000            0.160000             1.90213
                1723                4750                166.               1.700                0.03           -0.100000            0.160000             2.39919
                1724                5000                175.               2.100                0.03           -0.270000            0.160000             2.08829
                1725                4980                174.               2.800                0.03           0.0500000            0.110000             1.38133
                1726                4970                173.               2.700                0.03           0.0500000            0.110000             1.47784
                1727                5000                175.               2.700                0.03            0.100000            0.110000             1.48829
                1728                4950                173.               2.700                0.03           0.0500000            0.110000             1.47083
                1729                5030                176.               2.700                0.03           0.0700000            0.110000             1.49868
                1730                4970                173.               2.700                0.03            0.120000            0.110000             1.47784
                1731                6080                 100               4.500               0.200          -0.0200000            0.110000           0.0280275
                1732                6090                 100               4.500               0.200            0.130000            0.120000           0.0308819
                1733             5145.00             100.000             3.08000           0.0353553            0.110000           0.0141421             1.15796
                1734                6150                215.               4.340                0.03            0.270000            0.100000            0.207913
                1735                6280                219.               4.580                0.03            0.280000            0.100000          0.00425148
                1736                5800                203.               4.480                0.03            0.290000            0.100000          -0.0338745
                1737                5720                200.               4.490                0.03            0.260000            0.110000          -0.0680027
                1738                6150                215.               4.500                0.03            0.220000            0.100000           0.0479136
                1739                5200                182.               3.000                0.03           0.0800000            0.120000             1.25643
                1740                5060                177.               2.500                0.03           0.0300000            0.110000             1.70901
                1741                5100                178.               2.800                0.03           0.0500000            0.110000             1.42269
                1742                5100                178.               2.600                0.03           0.0200000            0.120000             1.62269
                1743                6019                210.               4.000                0.03           0.0100000           0.0500000            0.510510
                1744             5915.00             100.000             4.48000           0.0777818           0.0700000           0.0282843         0.000231743
                1745                5541                193.               3.800                0.03           0.0200000           0.0300000            0.566766
                1746                5938                207.               4.400                0.03           0.0500000           0.0300000           0.0869741
                1747             5892.00             100.000             4.48000           0.0100000           0.0100000          0.00100000         -0.00653553
                1748             6100.00             100.000             4.42000           0.0100000           0.0300000           0.0212132            0.113732
                1749                6250                218.               4.200                0.03          -0.0400000           0.0800000            0.375934
                1750                6190                216.               4.000                0.03          -0.0400000           0.0400000            0.559175
                1751                5800                203.               4.400                0.03           0.0100000           0.0400000           0.0461254
                1752             5750.00             100.000             4.46000           0.0212134           0.0700000           0.0989949          -0.0289154
                1753                4500                 100               1.500               0.300            -1.32000            0.100000             2.50526
                1754                4750                 100               1.800               0.300            -1.38000            0.100000             2.29919
                1755                4500                 100               1.500               0.300            -1.17000            0.100000             2.50526
                1756               23450                1000               3.750               0.200            0.250000            0.260000             3.12298
                1757               22100                1000               3.650               0.200            0.210000            0.180000             3.11998
                1758               19500                1000               4.050               0.200           0.0600000            0.250000             2.50255
                1759                4150                  70               0.200               0.350           -0.910000           0.0700000             3.66461
                1760                4800                168.               0.500                0.03           -0.720000            0.100000             3.61738
                1761                4200                  80               0.150               0.240           -0.950000           0.0800000             3.73541
                1762                4200                 130               0.500               0.550           -0.950000            0.130000             3.38541
                1763                4300                150.               0.200                0.03           -0.720000            0.100000             3.72629
                1764                4250                  60               0.200               0.350           -0.990000           0.0600000             3.70597
                1765                4745                  60               2.150               0.080           0.0100000            0.120000             1.94736
                1766                5045                  60               2.600               0.080          -0.0200000            0.110000             1.60386
                1767             6010.00             100.000             4.50000           0.0212134             0.00000           0.0212132          0.00791073
                1768                4661                163.               2.300                0.03           -0.280000            0.260000             1.76633
                1769             6210.00             100.000             4.54000           0.0494976          -0.0400000           0.0212132           0.0247793
                1770                5050                176.               2.500                0.03           0.0700000           0.0900000             1.70558
                1771                4950                173.               2.400                0.03           0.0200000           0.0900000             1.77083
                1772                5000                175.               2.500                0.03           0.0200000           0.0900000             1.68829
                1773             4175.00             100.000            0.550000            0.106066            -1.61000          0.00707106             3.32504
                1774                5035                  60               2.850               0.080           0.0500000            0.100000             1.35041
                1775                4425                  60               1.950               0.080           0.0200000            0.110000             2.02607
                1776                5110                  60               3.050               0.080            0.160000            0.100000             1.17610
                1777                4610                  60               2.100               0.080          -0.0100000            0.110000             1.94722
                1778             5237.00             100.000             3.37000            0.162634            0.220000            0.113137            0.898744
                1779             5208.00             100.000             3.21000           0.0353553            0.180000           0.0848528             1.04910
