                  ID                Teff            Teff_err              log(g)          log(g)_err              [Fe/H]          [Fe/H]_err                sHRD
                4941                6114                  60               3.930               0.030           -0.220000           0.0600000            0.607715
                4942                5530                193.               4.530                0.03            0.140000           0.0200000           -0.166687
                4943                4810                168.               2.480                0.03           -0.190000           0.0600000             1.64099
                4944                6303                  35               3.930               0.060           -0.200000           0.0300000            0.660603
                4945                6152                  44               4.280               0.060           -0.140000           0.0300000            0.268478
                4946                5935                  60               4.280               0.030           -0.240000           0.0600000            0.206096
                4947             5354.00             100.000             4.47000           0.0707106            0.450000           0.0636396           -0.162873
                4948                4906                  76               4.250               0.150           -0.130000           0.0600000          -0.0946770
                4949                4880                 150               2.600               0.300            0.190000            0.150000             1.54609
                4950             6000.00             134.350             4.50000            0.113137           0.0400000           0.0707107          0.00501823
                4951                5040                176.               3.280                0.03            0.200000           0.0800000            0.922135
                4952             6151.00             100.000             4.45000            0.176777           0.0600000           0.0212132           0.0981960
                4953             4962.00             100.000             4.57000            0.141422            0.410000           0.0565685           -0.394960
                4954             5777.00             100.000             4.58000           0.0565685            0.150000           0.0636396           -0.140778
                4955             4770.00             100.000             2.60000           0.0100000            0.180000          0.00707107             1.50649
                4956             5794.00             100.000             4.25000           0.0100000           -0.530000          0.00100000            0.194327
                4957                5900                 100               4.500                0.03            -1.70000            0.300000          -0.0241785
                4958                6340                  60               3.810               0.030            0.120000           0.0600000            0.790771
                4959             4940.00             100.000             2.81000           0.0100000            0.140000          0.00100000             1.35732
                4960                4970                173.               3.200                0.03          -0.0400000           0.0800000            0.977839
                4961             5435.00             100.000             4.58000            0.112250            0.220000           0.0734847           -0.246789
                4962             5656.00             100.000             4.20000            0.128478            0.400000           0.0510882            0.202451
                4963                6230                  60               3.710               0.030           -0.160000           0.0600000            0.860365
                4964             5430.00             117.380             3.70000           0.0100000          -0.0600000           0.0636396            0.631613
                4965                5840                  60               4.260               0.030            0.380000           0.0600000            0.198064
                4966             5931.00             100.000             4.21000           0.0565685           -0.530000           0.0282843            0.274925
                4967                6700                 120               1.430               0.150          -0.0300000            0.110000             3.26671
                4968                5760                  60               4.030               0.030           -0.110000           0.0600000            0.404103
                4969             5943.00             100.000             4.40000           0.0150001            0.300000           0.0838153           0.0884361
                4970                5990                  60               4.110               0.030           0.0400000           0.0600000            0.392120
                4971             5926.00             100.000             4.33000           0.0212130           0.0500000           0.0424264            0.153460
                4972                3931                137.               0.740                0.03            0.120000           0.0800000             3.03043
                4973                4887                171.               2.660                0.03            0.350000           0.0500000             1.48858
                4974             4855.00             100.000             2.55000           0.0100000          -0.0200000           0.0212132             1.58717
                4975                5713                  44               4.240               0.060            0.310000           0.0300000            0.179871
                4976             5803.00             100.000             4.42000           0.0115470           0.0500000           0.0251661           0.0270233
                4977                6700                  60               4.230               0.030          -0.0200000           0.0600000            0.466712
                4978                4595                  73               4.290               0.200           -0.200000           0.0700000           -0.248445
                4979             5067.00             100.000             4.69000            0.141422           0.0500000           0.0848528           -0.478583
                4980             5618.00             100.000             4.59000            0.143643           -0.200000           0.0115470           -0.199260
                4981             4910.00             100.000             2.69000           0.0707108          -0.0500000           0.0353553             1.46674
                4982             6819.00             100.000             4.43000           0.0565685           -0.170000           0.0212132            0.297296
                4983             6000.00             270.115             1.85000            0.148492            -1.57000            0.106066             2.65502
                4984             5586.00             100.000             4.53000           0.0565688            0.150000           0.0212132           -0.149183
                4985             5750.00             100.000             4.10000           0.0750238           -0.580000           0.0617599            0.331084
                4986                5830                  70               4.200               0.100           -0.810000            0.100000            0.255088
                4987             6600.00             100.000             4.50000            0.155563           -0.130000           0.0424264            0.170588
                4988                4500                 100               0.600               0.030            -2.27000           0.0500000             3.40526
                4989                4419                  15               2.470               0.060           -0.480000           0.0800000             1.50371
                4990                5713                  20               4.200               0.200          -0.0700000            0.100000            0.219871
                4991                3450                 100               0.500               0.300           0.0100000            0.250000             3.04369
                4992                4916                  44               4.540               0.060          -0.0400000           0.0300000           -0.381140
                4993                5134                  20               3.250               0.070           -0.400000           0.0800000            0.984237
                4994                4641                162.               1.640                0.03           -0.360000           0.0800000             2.41886
                4995             6397.00             100.000             4.11000           0.0353555           0.0900000           0.0424264            0.506318
                4996                5550                 150               2.060               0.110           -0.160000            0.120000             2.30959
                4997             5265.00             100.000             4.55000            0.159011           -0.200000           0.0521643           -0.271994
                4998             6047.00             100.000             4.04000           0.0707106            0.140000           0.0282843            0.478573
                4999                4848                 152               4.370               0.310          -0.0600000           0.0700000           -0.235336
                5000                5223                  44               3.830               0.060           -0.100000           0.0300000            0.434093
                5001                5086                  85               3.450               0.170           0.0600000           0.0700000            0.767919
                5002                6594                  44               4.040               0.060          -0.0800000           0.0300000            0.629009
                5003                5818                   5               4.300               0.200          -0.0400000           0.0500000            0.151507
                5004                6408                  60               3.980               0.030            0.170000           0.0600000            0.639303
                5005                4980                174.               2.860                0.03            0.120000            0.180000             1.32133
                5006                5570                  20               4.340               0.030           0.0800000           0.0200000           0.0358334
                5007                4613                 141               2.680               0.280          -0.0200000            0.110000             1.36835
                5008                6304                  44               4.360               0.060            0.240000           0.0300000            0.230878
                5009                6020                  60               3.950               0.030           -0.350000           0.0600000            0.560799
                5010                5142                179.               3.070                0.03            0.180000           0.0600000             1.16694
                5011                5016                  68               4.510               0.130          -0.0200000           0.0400000           -0.316157
                5012                6892                  60               4.140               0.030           -0.230000           0.0600000            0.605794
                5013                5753                  20               4.200               0.200           0.0500000            0.100000            0.231991
                5014                5662                  62               4.440               0.100          -0.0300000           0.0500000          -0.0357075
                5015                5290                  60               4.580               0.030           -0.490000           0.0600000           -0.293764
                5016             5800.00             100.000             3.98000            0.106927           -0.450000           0.0458258            0.466125
                5017             5781.00             100.000             4.27000           0.0529421           0.0800000           0.0313657            0.170425
                5018             5766.00             100.000             4.40000           0.0744836           0.0600000           0.0231099           0.0359116
                5019                5020                175.               3.260                0.03            0.290000            0.130000            0.935228
                5020                5050                  26               2.800               0.090           0.0200000           0.0700000             1.40558
                5021                6605                  60               4.160               0.030          -0.0800000           0.0600000            0.511905
                5022             6455.00             101.116             4.26000            0.120208           0.0300000           0.0565685            0.371998
                5023                5298                185.               4.960                0.03            0.160000           0.0200000           -0.671139
                5024                6075                  44               4.280               0.060           0.0900000           0.0300000            0.246598
                5025                4650                  13               2.500               0.050           -0.150000           0.0800000             1.56223
                5026                6000                  50               4.400               0.100           0.0400000           0.0800000            0.105018
                5027             5082.00             100.000             3.01000            0.212132            0.200000            0.155563             1.20655
                5028             4400.00             100.000             1.08000            0.213143            -1.72000            0.117601             2.88622
                5029             5815.00             100.000             4.37000           0.0573626            0.120000           0.0299205           0.0806122
                5030                4790                  15               2.710               0.060           -0.200000           0.0900000             1.40376
                5031                4444                  70               2.600               0.200            0.200000           0.0500000             1.38351
                5032                5750                 150               2.150               0.150            0.170000           0.0800000             2.28108
                5033             5831.00             100.000             4.49000           0.0282842            0.170000           0.0707107          -0.0346146
                5034                5025                 140               2.100               0.300            -1.41000            0.100000             2.09696
                5035                4866                  15               2.700               0.060           -0.290000           0.0900000             1.44110
                5036                4832                  42               4.330               0.100           0.0200000           0.0200000           -0.201079
                5037                5133                  10               3.120               0.030          -0.0800000           0.0500000             1.11390
                5038                5635                  60               3.800               0.030          -0.0500000           0.0600000            0.595989
                5039                6230                  60               4.320               0.030           -0.170000           0.0600000            0.250365
                5040             6139.00             100.000             4.25000            0.200880            0.100000           0.0325747            0.294804
                5041                4618                 106               4.450               0.240           -0.320000            0.190000           -0.399771
                5042                5976                 102               4.140               0.210          -0.0100000           0.0700000            0.358056
                5043             5091.00             100.000             2.80000           0.0100000           0.0100000          0.00707107             1.41963
                5044             5887.00             100.000             4.30000           0.0100000            0.100000           0.0141421            0.171989
                5045             5726.00             100.000             4.01000            0.168622           -0.170000           0.0351189            0.413818
                5046                4785                  13               2.550               0.050           -0.340000           0.0800000             1.56194
                5047             5746.00             100.000             4.44000            0.120968            0.290000           0.0100000          -0.0101242
                5048             4973.00             100.000             2.49000           0.0100000           -0.180000          0.00100000             1.68889
                5049                5120                  84               4.320               0.150           0.0800000           0.0600000          -0.0905075
                5050                4598                  15               2.510               0.050           -0.110000           0.0800000             1.53269
                5051                4691                  15               2.750               0.060           -0.100000           0.0900000             1.32747
                5052                4758                  13               3.040               0.050           -0.170000           0.0700000             1.06211
                5053                4755                  10               2.530               0.030           -0.270000           0.0600000             1.57102
                5054                6400                  60               3.740               0.030            0.340000           0.0600000            0.877133
                5055                6380                  60               3.920               0.030          -0.0900000           0.0600000            0.691696
                5056                5240                183.               3.790                0.03           -0.180000           0.0400000            0.479738
                5057                5885                205.               4.140                0.03           0.0200000           0.0500000            0.331399
                5058                4673                  15               2.760               0.060           -0.100000            0.100000             1.31080
                5059             5546.00             100.000             3.92000            0.130767           0.0500000           0.0360555            0.448333
                5060             5495.00             166.038             4.53000            0.301109            -1.61000            0.127345           -0.177716
                5061                4786                 100               4.330               0.200           -0.110000           0.0400000           -0.217696
                5062                5885                  44               4.070               0.060          -0.0800000           0.0300000            0.401399
                5063                5623                  17               4.430               0.030           -0.120000           0.0100000          -0.0377140
                5064                6217                  77               4.340               0.100           -0.530000           0.0600000            0.226736
                5065                6200                  60               3.950               0.030          -0.0800000           0.0600000            0.611979
                5066                4434                 100               2.450               0.100            0.110000            0.100000             1.52960
                5067                5094                  71               4.360               0.130          -0.0700000           0.0600000           -0.139351
                5068                5868                  44               4.250               0.060          -0.0200000           0.0300000            0.216373
                5069                4720                165.               2.510                0.03           -0.170000            0.100000             1.57818
                5070             5296.00             100.000             4.40000           0.0577350          -0.0960000           0.0634980           -0.111795
                5071                4913                  46               4.460               0.080           -0.380000           0.0200000           -0.302199
                5072                3978                  70               1.200               0.200           -0.220000           0.0500000             2.59107
                5073             5888.00             100.000             4.26000           0.0777818           -0.190000           0.0636396            0.212284
                5074             5623.00             100.000             3.80000            0.135962            -1.12000           0.0900793            0.592285
                5075             5150.00             200.111             2.91000           0.0707108            0.150000           0.0777818             1.32964
                5076             5749.00             100.000             4.46000           0.0589068           -0.230000           0.0160208          -0.0292177
                5077             5846.00             100.000             4.44000           0.0152753            0.180000           0.0346410           0.0198479
                5078             5051.00             100.000             4.53000            0.133903          -0.0300000           0.0194936           -0.324078
                5079                4930                 150               2.600               0.300           -0.160000            0.150000             1.56380
                5080                4746                 103               4.250               0.210          -0.0600000           0.0600000           -0.152276
                5081             4724.00             100.000             4.50000            0.169705            0.160000          0.00707106           -0.410347
                5082                6430                  70               3.970               0.100            0.250000            0.110000            0.655257
                5083             5401.00             100.000             4.60000           0.0967384           -0.370000           0.0250000           -0.277690
                5084                6114                  60               4.320               0.030           -0.360000           0.0600000            0.217714
                5085                5476                  78               4.630               0.120          -0.0200000           0.0600000           -0.283733
                5086             5340.00             100.000             3.87000            0.168809           -0.240000           0.0640312            0.432578
                5087             5300.00             100.000             3.21000            0.148492            -1.29000           0.0353554             1.07952
                5088                5634                  60               3.980               0.030            0.140000           0.0600000            0.415681
                5089             5578.00             100.000             4.31000           0.0904157            0.230000           0.0638575           0.0683270
                5090                6500                 200               1.250               0.250            -1.14000            0.170000             3.39407
                5091             4973.00             100.000             4.64000            0.523259           -0.660000            0.113137           -0.461113
                5092             5932.00             100.000             4.40000           0.0630079           0.0500000           0.0409878           0.0852175
                5093                5130                   7               4.300               0.200            0.110000           0.0500000          -0.0671177
                5094                5825                  63               4.500               0.100           -0.130000           0.0500000          -0.0464029
                5095                4741                  70               3.100               0.200            0.120000           0.0500000            0.995893
                5096                5776                  62               4.330               0.100             0.00000           0.0500000            0.108922
                5097                5639                  24               4.180               0.040            0.230000           0.0200000            0.217221
                5098             6115.00             100.000             4.02000           0.0494974          -0.0800000           0.0565685            0.517999
                5099             5819.00             100.000             4.44000           0.0838648            0.130000           0.0230940           0.0118065
                5100                5430                  24               4.460               0.030           -0.410000           0.0200000           -0.128387
                5101                6007                  25               4.020               0.030           -0.490000           0.0200000            0.487043
                5102                5829                  44               4.210               0.060           0.0900000           0.0300000            0.244789
                5103             5108.00             102.530             3.67000            0.325269          -0.0300000           0.0212132            0.555417
                5104                6206                  75               4.470               0.110           -0.190000           0.0600000           0.0936604
                5105             4830.00             100.000             3.10000           0.0212132          -0.0100000           0.0848528             1.02820
                5106                5590                195.               4.170                0.03           -0.110000           0.0300000            0.212060
                5107                4634                  96               4.410               0.210           -0.280000           0.0500000           -0.353763
                5108             4953.00             100.000             4.62000            0.118406           -0.550000           0.0496991           -0.448113
                5109                6167                  20               3.800               0.200           -0.100000            0.100000            0.752709
                5110                4409                 100               2.490               0.100            0.220000            0.100000             1.47977
                5111             5977.00             100.000             4.35000           0.0848527           -0.260000          0.00707108            0.148346
                5112             5971.00             100.000             4.13000           0.0212134           -0.460000           0.0353553            0.366601
                5113             5140.00             100.000             4.31000            0.206640           -0.150000           0.0208167          -0.0737343
                5114                5061                  76               4.500               0.130          -0.0600000           0.0600000           -0.290642
                5115                5066                  42               4.450               0.080           -0.120000           0.0300000           -0.238926
                5116                6328                  70               4.190               0.100           -0.270000            0.100000            0.407479
                5117                4691                  95               4.250               0.200           -0.180000           0.0700000           -0.172525
                5118             5194.00             100.000             4.59000           0.0141421           0.0100000           0.0141421           -0.335579
                5119             5350.00             100.000             4.54000            0.106066           -0.840000           0.0353553           -0.234172
                5120                5479                  35               4.480               0.060          -0.0400000           0.0300000           -0.132782
                5121             5964.00             100.000             3.94000           0.0353553           -0.350000           0.0424264            0.554564
                5122             4995.00             100.000             4.54000            0.110890           0.0500000           0.0535413           -0.353445
                5123             5075.00             100.000             4.51000            0.114237           0.0100000           0.0281859           -0.295843
                5124                5839                  44               4.340               0.060            0.280000           0.0300000            0.117767
                5125                5772                  44               4.220               0.060            0.300000           0.0300000            0.217719
                5126                5650                  40               4.000               0.060           -0.740000           0.0400000            0.400607
                5127                5131                  63               3.190               0.200          -0.0200000           0.0700000             1.04322
                5128             6153.00             140.716             4.11000            0.340049            0.100000           0.0850490            0.438761
                5129                4920                172.               2.570                0.03          -0.0900000            0.100000             1.59027
                5130                4624                  73               4.310               0.190           -0.350000           0.0400000           -0.257516
                5131                6085                  44               4.320               0.060           0.0300000           0.0300000            0.209455
                5132             5954.00             100.000             4.37000           0.0404145          -0.0700000           0.0200000            0.121649
                5133             6055.00             100.000             4.34000           0.0848531           -0.270000          0.00100000            0.180870
                5134                6180                 100               1.530               0.130           -0.220000           0.0700000             3.02637
                5135                4728                  92               4.500               0.210           -0.340000           0.0600000           -0.408877
                5136             6500.00             100.000             4.60000           0.0636394            0.520000           0.0141421           0.0440664
                5137                5010                 150               2.650               0.300           0.0800000            0.150000             1.54176
                5138             5932.00             100.000             4.50000           0.0438178           -0.100000           0.0503653          -0.0147820
                5139                5878                  44               4.360               0.060            0.190000           0.0300000            0.109331
                5140                5007                  40               4.440               0.080           -0.300000           0.0200000           -0.249276
                5141             5676.00             139.207             4.41000            0.224444            -1.07000            0.100747         -0.00141716
                5142                5762                  44               4.240               0.060            0.270000           0.0300000            0.194706
                5143                4870                 150               2.000               0.080             0.00000            0.140000             2.14253
                5144                5790                 100               1.020               0.100          -0.0400000           0.0600000             3.42313
                5145                4916                  50               3.500               0.250           0.0900000           0.0900000            0.658860
                5146             6327.00             118.087             3.91000           0.0494976           -0.290000            0.134350            0.687204
                5147             5942.00             100.000             4.27000            0.114276            -1.12000           0.0898503            0.218143
                5148             5530.00             100.000             4.49000           0.0565685          -0.0300000           0.0141421           -0.126686
                5149                5247                  68               4.260               0.120           -0.280000           0.0600000           0.0120573
                5150                6089                  44               4.260               0.060           -0.180000           0.0300000            0.270597
                5151                6760                 100               1.920               0.270           -0.130000            0.120000             2.79220
                5152                6075                  20               4.200               0.200          -0.0600000            0.100000            0.326598
                5153             5820.00             100.000             4.23000           0.0967150           0.0600000           0.0384846            0.222105
                5154                5815                  50               4.490               0.070           0.0200000           0.0200000          -0.0393877
                5155             6168.00             100.000             4.34000           0.0282842           -0.150000           0.0282843            0.212991
                5156                5625                  63               4.410               0.100            0.170000           0.0500000          -0.0170965
                5157             6091.00             100.000             4.33000            0.115036           -0.200000           0.0692820            0.201168
                5158                6570                  80               2.320               0.080             0.00000           0.0700000             2.34267
                5159                5063                  50               4.440               0.110           0.0200000           0.0300000           -0.229956
                5160             5676.00             100.000             4.03000           0.0997914           0.0600000           0.0359398            0.378583
                5161                4980                174.               2.780                0.03           0.0500000            0.100000             1.40133
                5162                6290                 100               1.440               0.260          -0.0600000            0.150000             3.14702
                5163             6000.00             100.000             3.95000            0.193649           -0.540000           0.0607591            0.555018
                5164                5125                  40               4.000               0.060           -0.660000           0.0400000            0.231189
                5165             5905.00             100.000             4.32000            0.219477            0.220000           0.0598331            0.157292
                5166             5948.00             123.744             4.38000            0.282843            0.310000           0.0989949            0.109897
                5167                4835                  64               2.970               0.200           -0.100000           0.0500000             1.16000
                5168                4788                 100               2.690               0.100           -0.130000            0.100000             1.42303
                5169             5460.00             105.359             4.57000            0.141422           -0.140000           0.0919239           -0.228816
                5170             6040.00             100.000             4.09000           0.0494976           -0.340000           0.0707107            0.426560
                5171                7020                 100               1.660               0.100           -0.210000            0.160000             3.11776
                5172                6611                  91               4.790               0.110           -0.130000           0.0700000           -0.116518
                5173                5863                  44               4.460               0.060           0.0600000           0.0300000          0.00489235
                5174             5404.00             100.000             4.49000            0.113137            0.380000           0.0636396           -0.166725
                5175                4885                170.               2.970                0.03           0.0300000           0.0800000             1.17787
                5176                4710                164.               2.650                0.03          -0.0200000            0.180000             1.43450
                5177             5750.00             169.706             3.83000            0.162635           0.0900000            0.127279            0.601085
                5178             5435.00             100.000             4.48000           0.0799166           -0.280000           0.0354495           -0.146789
                5179                5094                  44               4.640               0.040           0.0600000           0.0500000           -0.419351
                5180             5991.00             100.000             4.34000           0.0624500            0.160000           0.0737111            0.162411
                5181                5790                  44               4.370               0.060           -0.110000           0.0300000           0.0731277
                5182             6288.00             100.000             4.36000            0.100598            0.210000           0.0420381            0.226463
                5183             6066.00             100.000             4.41000            0.232433            -1.00000           0.0616441            0.114023
                5184                5250                 100               1.700               0.300            -2.45000            0.100000             2.57305
                5185                5746                  50               4.400               0.070          -0.0100000           0.0300000           0.0298758
                5186             5823.00             100.000             4.45000           0.0880746           -0.100000           0.0355903          0.00300026
                5187                5735                  16               4.500               0.020           -0.450000           0.0100000          -0.0734529
                5188                5812                  16               4.200               0.020           -0.460000           0.0100000            0.249716
                5189                5613                196.               4.220                0.03             0.00000           0.0700000            0.169193
                5190                5577                  20               4.420               0.040          -0.0300000           0.0100000          -0.0419846
                5191                5570                  70               4.370               0.100           -0.220000            0.100000          0.00583363
                5192                6022                  73               4.690               0.110           0.0200000           0.0600000           -0.178624
                5193                6105                  24               4.390               0.030           -0.410000           0.0200000            0.145156
                5194                4000                 250               0.100               0.400           -0.900000            0.300000             3.70065
                5195                4780                167.               2.580                0.03           0.0100000            0.160000             1.53012
                5196                6725                235.               4.510                0.03           0.0400000            0.100000            0.193182
                5197                5396                  32               4.410               0.060            0.120000           0.0200000          -0.0892992
                5198             4913.00             100.000             4.48000           0.0848527            0.220000           0.0636396           -0.322200
                5199             6497.00             100.000             4.40000           0.0100000            0.130000          0.00100000            0.243264
                5200             5050.00             100.000             3.35000           0.0141421            0.330000           0.0141421            0.855578
                5201             4860.00             100.000             2.78000            0.190088          -0.0700000           0.0305505             1.35896
                5202                5846                  18               4.560               0.020           -0.240000           0.0100000           -0.100152
                5203             5770.00             100.000             4.33000           0.0152751           -0.300000           0.0665833            0.107117
                5204             6095.00             100.000             4.24000           0.0212130           -0.440000           0.0707107            0.292308
                5205             5080.00             100.000             3.54000            0.154137           -0.120000           0.0330404            0.675868
                5206                4923                  70               2.800               0.200            0.100000           0.0500000             1.36133
                5207                5151                  44               3.840               0.060          -0.0400000           0.0300000            0.399980
                5208             6339.00             100.000             4.22000           0.0585947           -0.320000           0.0493288            0.380496
                5209                4641                  70               2.800               0.200          -0.0500000           0.0500000             1.25886
                5210                5100                 150               2.600               0.200            0.180000            0.140000             1.62269
                5211                5767                  44               3.960               0.060           0.0400000           0.0300000            0.476213
                5212                5250                 150               2.800               0.300          -0.0900000            0.150000             1.47305
                5213                5560                  44               4.600               0.060           0.0700000           0.0300000           -0.227287
                5214             6391.00             100.000             4.33000           0.0141421           -0.110000           0.0989949            0.284689
                5215                6149                  71               4.650               0.110            0.180000           0.0600000           -0.102369
                5216             5938.00             100.000             4.26000           0.0752773            0.150000           0.0675771            0.226974
                5217                5113                  50               2.600               0.250            0.130000           0.0900000             1.62712
                5218             5780.00             100.000             4.50000            0.145258           -0.630000           0.0433590          -0.0598755
                5219             5890.00             100.000             4.28000            0.280036            -1.02000           0.0389872            0.192874
                5220                3720                  50               4.670               0.050           -0.130000            0.100000           -0.995415
